head_id,tail_id,type,description,source_relationship_type,book
三国演义_人物_张鲁_0,三国演义_地点_汉中_0,领导,[{'44': '张鲁割据东川'}],人物与组织,三国演义
三国演义_人物_董承_0,三国演义_组织_大汉_0,归属,[{'17': '董承为汉朝之臣，奉诏除曹操'}],人物与组织,三国演义
三国演义_人物_鲁肃_0,三国演义_地点_陆口_0,守护,[{'49': '鲁肃屯兵于陆口，收取长沙、江夏、桂阳三郡。'}],人物与地点,三国演义
三国演义_人物_耿武_0,三国演义_人物_颜良_0,对立,[{'5': '颜良立斩欲刺杀袁绍的耿武。'}],人物与人物,三国演义
三国演义_人物_关羽_0,三国演义_人物_纪灵_0,对立,[{'10': '关羽与纪灵大战三十合，不分胜负。'}],人物与人物,三国演义
三国演义_人物_太史慈_0,三国演义_人物_张辽_0,对立,[{'36': '张辽与太史慈大战七八十合不分胜负，后设计射伤太史慈，致其重伤而死'}],人物与人物,三国演义
三国演义_人物_邓艾_0,三国演义_地点_陇西_0,守护,[{'85': '邓艾在陇西受伐蜀诏，调度兵马'}],人物与地点,三国演义
三国演义_人物_阎圃_0,三国演义_地点_巴西_0,出身,[{'46': '阎圃是巴西人'}],人物与地点,三国演义
三国演义_人物_诸葛亮_0,三国演义_物品_小车_0,持有,"[{'64': '孔明自驾小车探路、指挥。'}, {'67': '诸葛亮乘小车亲到南安城边视察'}]",人物与物品,三国演义
三国演义_人物_严氏_0,三国演义_人物_吕布_0,亲属,"[{'12': '夫妻关系，严氏为吕布正妻'}, {'14': '吕布之妻，本篇中劝阻吕布出城驻兵'}]",人物与人物,三国演义
三国演义_人物_宗宝_0,三国演义_人物_管亥_0,对立,[{'7': '管亥刀砍宗宝于马下'}],人物与人物,三国演义
三国演义_人物_全端_0,三国演义_人物_孙綝_0,对立,[{'83': '孙綝大怒全端降魏，将其家眷尽斩'}],人物与人物,三国演义
三国演义_人物_吕布_0,三国演义_人物_陈宫_0,上下级,"[{'7': '陈宫为吕布谋士，随吕布取兖州'}, {'8': '陈宫为吕布谋士，设诱曹操入城之计。'}, {'10': '陈宫是吕布谋士，为吕布献策袭取徐州。'}, {'12': '陈宫为吕布谋士'}, {'13': '陈宫为吕布谋士，曾献策斩陈珪，后奉命结连泰山寇。'}, {'14': '陈宫为吕布谋士，多次献计但不被采纳'}]",人物与人物,三国演义
三国演义_人物_孙策_0,三国演义_人物_程普_0,上下级,[{'21': '程普为孙策部将，在孙策被刺杀时率众来救。'}],人物与人物,三国演义
三国演义_人物_曹彰_0,三国演义_人物_曹操_0,亲属,[{'52': '曹操赞曹彰为黄须儿，曹彰来助战'}],人物与人物,三国演义
三国演义_人物_吕布_0,三国演义_物品_方天画戟_0,持有,"[{'4': '吕布手持画杆方天戟。'}, {'5': '吕布使用画戟为兵器，在凤仪亭被董卓抢去掷刺。'}, {'12': '吕布常用兵器'}, {'14': '吕布称‘吾有画戟、赤兔马’，后被宋宪盗取'}]",人物与物品,三国演义
三国演义_人物_孙礼_0,三国演义_人物_曹真_0,上下级,[{'72': '曹真令孙礼依计而行'}],人物与人物,三国演义
三国演义_人物_周泰_0,三国演义_地点_濡须口_0,守护,[{'50': '孙权留周泰守濡须口。'}],人物与地点,三国演义
三国演义_人物_姜维_0,三国演义_组织_汉室_0,归属,[{'87': '姜维誓不使汉室终灭，密信后主。'}],人物与组织,三国演义
三国演义_人物_公孙渊_0,三国演义_人物_司马懿_0,对立,[{'79': '公孙渊反叛，司马懿奉旨征讨，最终生擒并斩杀公孙渊。'}],人物与人物,三国演义
三国演义_人物_刘禅_0,三国演义_人物_谯周_0,上下级,[{'76': '谯周奏后主灾异，后主为君。'}],人物与人物,三国演义
三国演义_人物_关羽_0,三国演义_地点_华容道_0,守护,[{'35': '奉军师将令守华容道截曹操'}],人物与地点,三国演义
三国演义_人物_公孙渊_0,三国演义_组织_燕_0,领导,[{'78': '公孙渊自号为燕王，改元绍汉，建宫殿立官职'}],人物与组织,三国演义
三国演义_人物_关羽_0,三国演义_物品_名马_0,持有,[{'54': '关公收下陆逊所赠名马'}],人物与物品,三国演义
三国演义_人物_王允_0,三国演义_人物_董卓_0,对立,[{'5': '王允设连环计欲除董卓，表面曲意奉承，实为阴谋。'}],人物与人物,三国演义
三国演义_地点_邺城_0,三国演义_地点_魏王宫_0,隶属,[{'50': '魏王宫建于邺郡。'}],地点与地点,三国演义
三国演义_地点_安喜县_0,三国演义_地点_定州_0,隶属,[{'2': '安喜县属定州中山府'}],地点与地点,三国演义
三国演义_地点_新野_0,三国演义_地点_长亭_1,隶属,[{'26': '长亭在新野城外，刘备与徐庶在此饯别。'}],地点与地点,三国演义
三国演义_人物_司马懿_0,三国演义_组织_曹操军_0,归属,"[{'69': '司马懿为魏国骠骑大将军，后加平西都督'}, {'70': '司马懿为魏国大都督，效命于魏。'}, {'71': '司马懿为魏国大都督'}, {'72': '司马懿是魏国大都督'}, {'73': '司马懿是魏国都督、大将军，效忠于魏。'}, {'75': '司马懿为魏国都督，奉命伐蜀'}, {'77': '司马懿为魏国大都督，统领魏军。'}, {'80': '司马懿为魏国太傅，专权'}]",人物与组织,三国演义
三国演义_人物_庞德_0,三国演义_人物_董超_0,对立,[{'53': '董超劝降，庞德怒斩之'}],人物与人物,三国演义
三国演义_人物_陶谦_0,三国演义_地点_徐州_0,守护,"[{'6': '陶谦为徐州太守，治下百姓感恩。'}, {'7': '陶谦为徐州牧，被曹操攻围'}, {'8': '陶谦为徐州牧，病死前将徐州托付给刘备。'}]",人物与地点,三国演义
三国演义_人物_何曼_0,三国演义_物品_铁棒_1,持有,[{'8': '何曼手提铁棒出战。'}],人物与物品,三国演义
三国演义_人物_傅佥_0,三国演义_人物_李鹏_0,对立,[{'82': '傅佥用四楞铁简打死李鹏。'}],人物与人物,三国演义
三国演义_人物_黄盖_0,三国演义_组织_孙坚军_0,归属,[{'5': '黄盖为孙坚军部将。'}],人物与组织,三国演义
三国演义_人物_曹操_0,三国演义_人物_高览_0,上下级,[{'22': '高览投降曹操，曹操封其为偏将军、东莱侯'}],人物与人物,三国演义
三国演义_人物_司马昭_0,三国演义_人物_诸葛诞_0,对立,[{'82': '诸葛诞起兵讨伐司马昭，司马昭亲征围攻寿春。'}],人物与人物,三国演义
三国演义_地点_剑阁_0,三国演义_地点_散关_0,连通,[{'75': '蜀军过剑阁，由散关望斜谷而来'}],地点与地点,三国演义
三国演义_人物_夏侯霸_0,三国演义_人物_姜维_0,上下级,"[{'80': '姜维接纳夏侯霸投降，任为向导官'}, {'81': '姜维任命夏侯霸为参谋，共同商议伐魏事宜'}, {'82': '夏侯霸随姜维伐魏，屡次进言献策，为蜀将。'}, {'83': '姜维与夏侯霸总中军，商议攻取祁山'}, {'85': '姜维以夏侯霸为前部取洮阳，夏侯霸中计身亡'}]",人物与人物,三国演义
三国演义_人物_赵云_0,三国演义_组织_刘备军_0,归属,[{'39': '赵云随诸葛亮赴巴丘吊丧，为刘备军将领'}],人物与组织,三国演义
三国演义_人物_诸葛亮_0,三国演义_物品_锦囊_3,创造,[{'77': '诸葛亮授予杨仪锦囊，内藏斩魏延之计。'}],人物与物品,三国演义
三国演义_人物_曹操_0,三国演义_地点_沛国谯郡_0,出身,[{'3': '曹操为谯郡人，逃归故乡。'}],人物与地点,三国演义
三国演义_地点_徐州_0,三国演义_地点_瓮城_0,隶属,[{'15': '瓮城是徐州城门外的防御工事。'}],地点与地点,三国演义
三国演义_人物_刘备_0,三国演义_人物_简雍_0,上下级,"[{'20': '简雍在冀州辅佐刘备，共谋脱身之计'}, {'23': '简雍为刘备幕僚，随刘备家小逃难'}, {'29': '谋士，简雍随行并袖占一课。'}, {'32': '刘备分付简雍固守鄂县'}]",人物与人物,三国演义
三国演义_人物_张温_1,三国演义_人物_董卓_0,对立,[{'5': '董卓以张温结连袁术为由，命吕布于筵上揪下斩首。'}],人物与人物,三国演义
三国演义_人物_侯成_0,三国演义_人物_吕布_0,上下级,"[{'8': '侯成出战被典韦击败，后巡海打粮未回。'}, {'14': '侯成为吕布部将，因酿酒被责打，后盗马献曹'}]",人物与人物,三国演义
三国演义_地点_樊城_0,三国演义_地点_荆州_0,隶属,"[{'26': '樊城属于荆州。'}, {'28': '樊城属荆州，刘备从新野退往樊城'}, {'30': '樊城属于荆州地区'}]",地点与地点,三国演义
三国演义_人物_刘备_0,三国演义_人物_陈孙_0,对立,[{'25': '刘备率军讨伐陈孙，张飞刺死之'}],人物与人物,三国演义
三国演义_人物_张飞_0,三国演义_地点_芒砀山_0,居住,[{'14': '张飞在芒砀山住了几时'}],人物与地点,三国演义
三国演义_人物_孟达_0,三国演义_人物_诸葛亮_0,上下级,[{'52': '诸葛亮遣孟达领兵于险要处立旌旗'}],人物与人物,三国演义
三国演义_人物_曹操_0,三国演义_人物_袁绍_0,对立,"[{'15': '曹操视袁绍为敌，派满宠探听，欲急图之。'}, {'21': '袁绍闻孙权与曹操结好，大怒起兵攻许昌。'}, {'22': '曹操与袁绍在官渡对阵，曹操以鞭指斥袁绍谋反，袁绍骂曹操为汉贼，双方交战争夺天下'}, {'23': '袁绍与曹操于仓亭决战，大败'}, {'31': '同上，袁绍被曹操所灭。'}]",人物与人物,三国演义
三国演义_组织_荆州军_0,三国演义_组织_张绣军_0,合作,[{'12': '张绣败后投刘表'}],组织与组织,三国演义
三国演义_人物_关羽_0,三国演义_组织_桃园结义_0,归属,"[{'20': '关公是桃园结义的二哥'}, {'55': '关公与刘备、张飞桃园结义，誓同生死'}]",人物与组织,三国演义
三国演义_人物_刘备_0,三国演义_人物_朱儁_0,上下级,[{'2': '朱儁命刘备为先锋，合兵讨张宝'}],人物与人物,三国演义
三国演义_人物_吕布_0,三国演义_人物_薛兰_0,上下级,[{'7': '吕布令薛兰引军一万坚守兖州'}],人物与人物,三国演义
三国演义_人物_刘表_0,三国演义_人物_张武_0,对立,[{'25': '张武在江夏造反，刘表派刘备讨伐'}],人物与人物,三国演义
三国演义_人物_关羽_0,三国演义_人物_普净_0,亲密,[{'19': '普净为关公同乡，以戒刀暗示识破卞喜阴谋'}],人物与人物,三国演义
三国演义_人物_刘备_0,三国演义_人物_文聘_0,对立,[{'29': '刘备骂文聘为背主之贼，文聘羞惭引军自去。'}],人物与人物,三国演义
三国演义_人物_曹真_0,三国演义_物品_将印_0,持有,[{'72': '曹真持有总兵将印'}],人物与物品,三国演义
三国演义_人物_周瑜_0,三国演义_人物_孙策_0,上下级,[{'31': '周瑜自称“吾承伯符寄托”，受托付处理外事。'}],人物与人物,三国演义
三国演义_人物_孙綝_0,三国演义_人物_李崇_0,上下级,[{'83': '孙綝叱令李崇夺孙亮玺绶'}],人物与人物,三国演义
三国演义_人物_刘璝_0,三国演义_地点_雒城_0,守护,[{'44': '刘璝守护雒城'}],人物与地点,三国演义
三国演义_人物_华佗_0,三国演义_人物_曹操_0,对立,[{'55': '曹操怀疑华佗欲报仇，将其下狱拷问致死'}],人物与人物,三国演义
三国演义_地点_东门_0,三国演义_地点_襄阳_0,隶属,[{'25': '东门为襄阳城门，蔡和守把'}],地点与地点,三国演义
三国演义_人物_吕布_0,三国演义_地点_定陶_0,居住,[{'8': '吕布与张邈、张超在定陶据守。'}],人物与地点,三国演义
三国演义_地点_相府_2,三国演义_地点_成都_0,隶属,[{'78': '丞相府在成都，孔明灵柩停于此'}],地点与地点,三国演义
三国演义_人物_孙权_0,三国演义_人物_孙桓_0,上下级,[{'57': '孙权封孙桓为左都督，领兵拒蜀。'}],人物与人物,三国演义
三国演义_人物_袁谭_0,三国演义_组织_袁谭军_0,领导,[{'24': '袁谭统领袁谭军与袁尚争位并降曹。'}],人物与组织,三国演义
三国演义_人物_曹操_0,三国演义_人物_汉献帝_0,上下级,"[{'10': '帝封曹操领司隶校尉假节钺录尚书事，曹操为臣。'}, {'41': '献帝排銮驾迎接曹操班师，赐赞拜不名、入朝不趋、剑履上殿等特权。'}, {'48': '曹操挟天子以令诸侯，献帝战栗服从，原文‘帝见曹操，战栗不已’等'}, {'50': '献帝令钟繇草诏，册立曹操为魏王。'}]",人物与人物,三国演义
三国演义_人物_徐母_0,三国演义_人物_曹操_0,对立,"[{'26': '徐母怒骂曹操为汉贼，以石砚打曹操。'}, {'27': '徐母怒骂曹操为欺君罔上之贼，因不愿见子事操而自缢。'}]",人物与人物,三国演义
三国演义_人物_王双_1,三国演义_物品_六十斤大刀_0,持有,[{'71': '王双使六十斤大刀，有万夫不当之勇'}],人物与物品,三国演义
三国演义_人物_诸葛绪_0,三国演义_人物_钟会_0,对立,[{'86': '钟会因诸葛绪擅自进兵且败，将其槛送洛阳。'}],人物与人物,三国演义
三国演义_人物_于吉_0,三国演义_技能_符水_0,掌握,[{'21': '于吉普施符水，救人万病，无有不验。'}],人物与技能,三国演义
三国演义_人物_曹操_0,三国演义_地点_东吴_0,对抗,"[{'44': '曹操兴兵犯濡须'}, {'50': '曹操领兵四十万救合淝，与孙权在濡须口对峙交战。'}]",人物与组织,三国演义
三国演义_人物_庞德_0,三国演义_人物_张鲁_0,上下级,[{'49': '张鲁厚赏庞德，令其领军出战，后听谗言欲斩之。'}],人物与人物,三国演义
三国演义_人物_张陵_0,三国演义_地点_鹄鸣山_0,居住,[{'41': '张陵在西川鹄鸣山中造作道书。'}],人物与地点,三国演义
三国演义_人物_木鹿大王_0,三国演义_技能_呼风唤雨_2,掌握,[{'65': '木鹿大王深通法术，能呼风唤雨。'}],人物与技能,三国演义
三国演义_人物_吕蒙_0,三国演义_地点_陆口_0,守护,[{'54': '吕蒙曾守陆口，后托病辞职'}],人物与地点,三国演义
三国演义_人物_张缉_0,三国演义_人物_曹芳_0,亲属,[{'81': '张缉乃张皇后之父，曹芳之皇丈'}],人物与人物,三国演义
三国演义_人物_伍琼_0,三国演义_人物_董卓_0,对立,[{'4': '伍琼谏阻迁都，被董卓斩首。'}],人物与人物,三国演义
三国演义_人物_兀突骨_0,三国演义_地点_乌戈国_0,领导,[{'65': '兀突骨为乌戈国主。'}],人物与组织,三国演义
三国演义_人物_吕旷_0,三国演义_人物_高干_0,对立,[{'25': '吕旷诈降高干，助破壶关'}],人物与人物,三国演义
三国演义_人物_刘备_0,三国演义_地点_徐州_0,居住,[{'10': '刘备屯兵徐州，自领州事。'}],人物与地点,三国演义
三国演义_人物_刘备_0,三国演义_人物_法正_0,上下级,"[{'47': '法正为刘备谋士，后任蜀郡太守。'}, {'53': '封法正为尚书令'}]",人物与人物,三国演义
三国演义_人物_陆逊_0,三国演义_组织_吴军_0,归属,[{'72': '陆逊是吴国上将军'}],人物与组织,三国演义
三国演义_人物_刘备_0,三国演义_物品_孔明荐书_0,持有,[{'39': '刘备收阅孔明荐书，知庞统当重用'}],人物与物品,三国演义
三国演义_人物_董荼那_0,三国演义_人物_诸葛亮_0,合作,[{'63': '董荼那感念诸葛亮活命之恩，擒孟获献于孔明'}],人物与人物,三国演义
三国演义_人物_孙策_0,三国演义_人物_董袭_0,上下级,[{'11': '董袭献严白虎首级，孙策命为别部司马'}],人物与人物,三国演义
三国演义_人物_吕旷_0,三国演义_人物_袁谭_0,上下级,[{'24': '吕旷降袁谭后，袁谭命其归降曹操，但暂归谭麾下。'}],人物与人物,三国演义
三国演义_地点_子午谷_0,三国演义_地点_汉中_0,连通,[{'41': '西凉之民从子午谷奔入汉中。'}],地点与地点,三国演义
三国演义_地点_董荼那寨_0,三国演义_地点_金环三结大寨_0,连通,[{'62': '金环三结大寨东路通董荼那寨之后'}],地点与地点,三国演义
三国演义_人物_孙休_0,三国演义_人物_朱太后_0,亲属,[{'88': '朱太后是孙休之妻'}],人物与人物,三国演义
三国演义_人物_庞统_0,三国演义_人物_蒋干_0,合作,[{'33': '蒋干引荐庞统给曹操，庞统借此献连环计'}],人物与人物,三国演义
三国演义_人物_王平_0,三国演义_人物_魏延_0,合作,[{'70': '魏延被围时王平杀入救出，二人合兵一处。'}],人物与人物,三国演义
三国演义_人物_曹操_0,三国演义_人物_陈宫_0,对立,[{'14': '陈宫被擒后拒绝投降曹操，慷慨赴死'}],人物与人物,三国演义
三国演义_人物_王瓘_0,三国演义_人物_邓艾_0,上下级,[{'84': '邓艾拨五千兵与王瓘，令其诈降姜维。'}],人物与人物,三国演义
三国演义_人物_孙礼_0,三国演义_人物_郭淮_0,合作,[{'73': '郭淮与孙礼一同受计，共同行军，中伏后一同败逃。'}],人物与人物,三国演义
三国演义_地点_冀城_0,三国演义_地点_天水郡_0,隶属,[{'68': '冀城属天水郡，姜维之母居冀县。'}],地点与地点,三国演义
三国演义_人物_刘备_0,三国演义_地点_益州_0,居住,[{'47': '刘备平定西川后入成都，自领益州牧。'}],人物与地点,三国演义
三国演义_人物_袁谭_0,三国演义_地点_平原_0,守护,[{'24': '袁谭败退后坚守平原城。'}],人物与地点,三国演义
三国演义_人物_傅士仁_0,三国演义_地点_公安_0,守护,[{'53': '被罚守公安'}],人物与地点,三国演义
三国演义_人物_曹操_0,三国演义_人物_鲍信_0,合作,[{'6': '曹操与济北相鲍信一同兴兵击贼于寿阳。'}],人物与人物,三国演义
三国演义_人物_曹丕_0,三国演义_组织_御林虎贲禁军_0,领导,[{'56': '受禅坛下集御林虎贲禁军三十余万，曹丕登坛受禅。'}],人物与组织,三国演义
三国演义_人物_乐进_0,三国演义_地点_青泥镇_0,守护,[{'44': '乐进引兵至青泥镇'}],人物与地点,三国演义
三国演义_人物_张角_0,三国演义_人物_董卓_0,对立,[{'1': '张角杀败董卓，乘势追击'}],人物与人物,三国演义
三国演义_人物_袁术_0,三国演义_人物_韩胤_0,上下级,[{'12': '韩胤为袁术使者'}],人物与人物,三国演义
三国演义_人物_刘备_0,三国演义_地点_东吴_0,合作,"[{'32': '东吴与刘备结盟共抗曹操，刘备称‘结东吴以共破曹操’'}, {'44': '刘备称与孙权唇齿之邦，同盟关系'}]",人物与组织,三国演义
三国演义_人物_刘备_0,三国演义_人物_彭羕_0,上下级,[{'45': '刘备拜彭羕为幕宾，听其建议。'}],人物与人物,三国演义
三国演义_人物_刘晔_0,三国演义_人物_吕虔_0,合作,[{'6': '刘晔向曹操推荐吕虔。'}],人物与人物,三国演义
三国演义_人物_伍孚_0,三国演义_人物_董卓_0,对立,[{'3': '伍孚藏刀刺董卓未成，被剖剐而死。'}],人物与人物,三国演义
三国演义_地点_岘山_0,三国演义_地点_襄阳_0,隶属,[{'88': '岘山在襄阳境内，羊祜常游于此'}],地点与地点,三国演义
三国演义_人物_诸葛亮_0,三国演义_人物_高定_0,上下级,[{'62': '高定归降孔明，被任命为益州太守'}],人物与人物,三国演义
三国演义_人物_孔融_0,三国演义_人物_陶谦_0,亲密,[{'7': '孔融与陶恭祖交厚'}],人物与人物,三国演义
三国演义_人物_袁谭_0,三国演义_地点_青州_0,守护,[{'23': '袁谭出守青州，回州整顿以拒曹操'}],人物与地点,三国演义
三国演义_人物_孙权_0,三国演义_地点_建业_0,居住,"[{'43': '孙权迁治建业，筑石头城'}, {'54': '孙权召吕蒙回建业养病'}, {'72': '孙权复还建业'}]",人物与地点,三国演义
三国演义_人物_文钦_0,三国演义_人物_文鸯_0,亲属,"[{'81': '文钦中子文鸯，有万夫不当之勇，随父起兵'}, {'82': '文钦是文鸯之父，与二子同守小城。'}]",人物与人物,三国演义
三国演义_人物_周瑜_0,三国演义_人物_孙策_0,亲密,"[{'11': '孙策与周瑜同年交情甚密，结为昆仲，瑜以兄事策'}, {'21': '孙策与周瑜为好友，临终嘱周瑜尽心辅佐孙权。'}]",人物与人物,三国演义
三国演义_人物_姜维_0,三国演义_人物_邓艾_0,对立,"[{'81': '邓艾设伏用火鼓惊退姜维，姜维退入剑阁'}, {'82': '邓艾在武城山、段谷设伏击败姜维，多次交战。'}, {'83': '姜维与邓艾在祁山斗阵交战，姜维用长蛇卷地阵困邓艾'}, {'84': '邓艾追赶姜维，赞叹其得武侯之法，后中姜维伏兵大败。；姜维改书信日期，设伏于墵山谷，大败邓艾。'}, {'85': '姜维与邓艾多次交战，互为敌手'}, {'87': '姜维骂邓艾匹夫行险徼幸。'}]",人物与人物,三国演义
三国演义_人物_刘备_0,三国演义_地点_樊城_0,居住,[{'28': '刘备从新野撤退往樊城暂避'}],人物与地点,三国演义
三国演义_人物_曹操_0,三国演义_物品_节钺_0,持有,[{'10': '帝封曹操假节钺，操持有此物。'}],人物与物品,三国演义
三国演义_人物_徐庶_0,三国演义_人物_徐母_0,亲属,"[{'26': '徐庶之母，徐庶因母被囚而辞别刘备。'}, {'27': '徐母是徐庶的母亲，因徐庶弃明投暗而自缢。'}]",人物与人物,三国演义
三国演义_人物_张衡_0,三国演义_人物_张鲁_0,亲属,[{'41': '张衡是张鲁之父，继承张陵道术，张鲁继行其教。'}],人物与人物,三国演义
三国演义_人物_曹操_0,三国演义_人物_曹植_0,亲属,"[{'25': '父子关系，曹操为父'}, {'31': '曹植是曹操的幼子，作《铜雀台赋》。'}, {'50': '曹操曾欲立曹植为后嗣，后疑其乖巧。'}, {'52': '曹操爱杨修之才，欲立曹植为世子'}]",人物与人物,三国演义
三国演义_人物_木鹿大王_0,三国演义_技能_驱虎豹之法_0,掌握,[{'65': '木鹿大王能驱赶虎豹豺狼等猛兽。'}],人物与技能,三国演义
三国演义_地点_桃花渡口_0,三国演义_组织_刘备军_0,驻扎,[{'65': '孔明提兵直至桃花渡口，隔岸下寨。'}],组织与地点,三国演义
三国演义_人物_曹操_0,三国演义_人物_曹昂_0,亲属,"[{'12': '父子，曹昂为曹操长子'}, {'50': '曹昂为曹操之子，征张绣时死于宛城。'}]",人物与人物,三国演义
三国演义_人物_关兴_0,三国演义_人物_杨陵_0,对立,[{'67': '关兴随崔谅入南安城，手起刀落斩杨陵于马下'}],人物与人物,三国演义
三国演义_人物_孙峻_0,三国演义_人物_诸葛恪_0,对立,[{'80': '孙峻与滕胤密谋诛杀诸葛恪'}],人物与人物,三国演义
三国演义_人物_黄权_0,三国演义_地点_益州_0,归属,[{'44': '黄权为刘璋部下'}],人物与组织,三国演义
三国演义_人物_于禁_0,三国演义_物品_金器一副_0,持有,[{'12': '曹操赐于禁'}],人物与物品,三国演义
三国演义_人物_董卓_0,三国演义_地点_陇西临洮_0,出身,[{'2': '董卓为陇西临洮人'}],人物与地点,三国演义
三国演义_人物_司马昭_0,三国演义_人物_姜维_0,对立,[{'81': '姜维困司马昭于铁笼山，断其水源'}],人物与人物,三国演义
三国演义_人物_张宝_0,三国演义_技能_妖法_0,掌握,[{'2': '张宝作起妖法，风雷大作，飞砂走石'}],人物与技能,三国演义
三国演义_人物_关羽_0,三国演义_人物_王植_0,对立,[{'19': '王植欲火攻关公，被关公拦腰一刀砍为两段'}],人物与人物,三国演义
三国演义_人物_孙权_0,三国演义_人物_张纮_0,上下级,[{'21': '张纮回吴，孙权命其与张昭同理政事。'}],人物与人物,三国演义
三国演义_人物_姜维_0,三国演义_人物_诸葛亮_0,对立,[{'67': '姜维识破诸葛亮假裴绪之计，并献计欲擒诸葛亮'}],人物与人物,三国演义
三国演义_人物_刘备_0,三国演义_人物_张飞_0,亲密,[{'55': '桃园结义，誓同生死，差人赴阆中报知'}],人物与人物,三国演义
三国演义_人物_张飞_0,三国演义_地点_阆中_0,守护,"[{'51': '张飞镇守阆中，与张郃对峙。'}, {'57': '张飞受封阆中牧，驻守阆中。'}]",人物与地点,三国演义
三国演义_人物_孙坚_0,三国演义_物品_烂银铠_0,持有,[{'4': '孙坚披烂银铠。'}],人物与物品,三国演义
三国演义_人物_崔谅_0,三国演义_人物_张苞_0,对立,[{'67': '张苞大喝刺死崔谅于吊桥边'}],人物与人物,三国演义
三国演义_人物_卫瓘_0,三国演义_人物_钟会_0,上下级,[{'86': '卫瓘作为监军，奉命监督钟会和邓艾。'}],人物与人物,三国演义
三国演义_人物_荀彧_0,三国演义_物品_书_1,创造,[{'23': '荀彧写信报知刘备攻许昌，送与曹操'}],人物与物品,三国演义
三国演义_人物_王濬_0,三国演义_物品_大炬_0,创造,[{'88': '王濬在筏上作大炬灌麻油，烧断铁索'}],人物与物品,三国演义
三国演义_人物_刘备_0,三国演义_人物_张飞_0,亲属,"[{'12': '义兄弟'}, {'18': '刘备与张飞桃园结义，为义兄弟。'}, {'25': '结义兄弟，张飞为三弟'}, {'27': '刘备与张飞为结义兄弟，张飞随刘备三顾茅庐。'}, {'28': '刘备与张飞为结义兄弟，称张为三弟'}, {'29': '结义兄弟，刘备称张飞为弟。'}, {'32': '刘备与张飞为结义兄弟，张飞称刘备为兄长'}, {'42': '张飞与刘备为结义兄弟'}, {'47': '刘备与张飞为结义兄弟，张飞称刘备为哥哥。'}, {'53': '张飞以兄称呼刘备，支持进位汉中王'}]",人物与人物,三国演义
三国演义_人物_周瑜_0,三国演义_人物_太史慈_0,上下级,[{'32': '周瑜解佩剑付太史慈，令其为监酒'}],人物与人物,三国演义
三国演义_人物_张松_0,三国演义_地点_益州_0,居住,[{'42': '张松为益州别驾，本籍益州'}],人物与地点,三国演义
三国演义_人物_关羽_0,三国演义_人物_刘备_0,亲密,"[{'1': '桃园结义，刘备为兄，关羽为弟，誓同生死'}, {'2': '三人义同生死，食则同桌，寝则同床'}, {'4': '刘备与关羽为结义兄弟。'}, {'8': '关羽为刘备二弟，随刘备到徐州，再三相劝刘备领徐州。'}, {'10': '刘备与关羽是结义兄弟，关羽随刘备征战，信任深厚。'}, {'15': '刘备与关羽情同兄弟，关羽称刘备为兄，常随保护。'}, {'16': '关羽与刘备为结义兄弟，云长称刘备为兄'}, {'23': '刘备与关羽结义兄弟，引兵相救'}, {'26': '刘备与关羽是结义兄弟，情同手足。'}, {'57': '刘备称与关、张生死之交，桃园结义，誓同生死。'}, {'58': '刘备称关羽为二弟，誓为其报仇，结义兄弟情深'}]",人物与人物,三国演义
三国演义_人物_刘备_0,三国演义_人物_徐庶_0,亲密,"[{'26': '刘备拜徐庶为军师，徐庶离去时刘备依依不舍，泪如雨下。'}, {'29': '旧日之情，徐庶与刘备共诉旧情，劝其速走。'}]",人物与人物,三国演义
三国演义_人物_黄忠_0,三国演义_组织_刘备军_0,归属,[{'51': '黄忠为蜀汉老将，率蜀兵作战。'}],人物与组织,三国演义
三国演义_人物_张飞_0,三国演义_人物_纪灵_0,对立,"[{'12': '张飞在宴上欲杀纪灵'}, {'15': '张飞与纪灵交战，大喝一声刺纪灵于马下。'}]",人物与人物,三国演义
三国演义_人物_关羽_0,三国演义_人物_周仓_0,上下级,"[{'23': '周仓为关羽部将，随关羽引军救刘备'}, {'34': '周仓为关羽部将，随关羽往华容道埋伏。'}, {'53': '周仓为关羽部将，生擒庞德'}]",人物与人物,三国演义
三国演义_人物_孙峻_0,三国演义_人物_滕胤_0,合作,[{'80': '孙峻与滕胤密谋诛杀诸葛恪'}],人物与人物,三国演义
三国演义_人物_侯成_0,三国演义_物品_赤兔马_0,争夺,[{'14': '侯成暗至马院盗取赤兔马，奔曹操寨献之'}],人物与物品,三国演义
三国演义_人物_辛毗_0,三国演义_地点_平原_0,守护,[{'24': '辛毗曾任平原令，治理平原。'}],人物与地点,三国演义
三国演义_人物_曹操_0,三国演义_物品_降书_0,持有,[{'28': '曹操得刘琮降书大喜'}],人物与物品,三国演义
三国演义_人物_曹操_0,三国演义_地点_魏王宫_0,居住,[{'50': '曹操在邺郡盖魏王宫，居住其中。'}],人物与地点,三国演义
三国演义_人物_曹仁_0,三国演义_人物_李典_0,上下级,[{'26': '曹仁为主将，李典为副将，李典劝谏曹仁。'}],人物与人物,三国演义
三国演义_人物_孟达_0,三国演义_地点_葭萌关_0,守护,"[{'44': '孟达与霍峻同守葭萌关'}, {'51': '孟达与霍峻守葭萌关。'}]",人物与地点,三国演义
