id,type,description,book
三国演义_人物_李别_0,人物,"实体名：李别
实体描述：
- 李傕之侄，见樊稠放走韩遂，回报李傕。
- 李傕之侄，见李暹死惊倒撞马下，被许褚斩之。",三国演义
三国演义_人物_李堪_0,人物,"实体名：李堪
实体描述：
- 韩遂部下八部将之一，随韩遂起兵。
- 韩遂部将，劝割地请和，后在于禁射箭时被误杀。",三国演义
三国演义_人物_李孚_0,人物,"实体名：李孚
实体描述：
- 袁尚主簿，扮作曹军都督入冀州与审配联络。",三国演义
三国演义_人物_李封_0,人物,"实体名：李封
实体描述：
- 吕布副将，与薛兰同守兖州。
- 兖州守将，使画戟，与许褚交战两合被斩。",三国演义
三国演义_人物_李崇_0,人物,"实体名：李崇
实体描述：
- 中书郎，受孙綝之命夺孙亮玺绶。",三国演义
三国演义_人物_李异_0,人物,"实体名：李异
实体描述：
- 孙桓部将，有万夫不当之勇。与张苞交战，被关兴斩杀。",三国演义
三国演义_人物_李恢_0,人物,"实体名：李恢
实体描述：
- 建宁俞元人，伏阶谏阻刘璋迎刘备，被叱退。
- 建宁俞元人，字德昂。原为刘璋部下，后归刘备，自荐前往马超寨说降马超，成功。
- 蜀汉后军领兵使，安汉将军、领建宁太守。
- 蜀汉将领，与王平守街亭小路。
- 蜀汉将领，负责先运粮草于斜谷道口伺候。",三国演义
三国演义_人物_李意_0,人物,"实体名：李意
实体描述：
- 青城山隐者，传说三百余岁，能知吉凶，被称为神仙。被陈震请至御营，画图暗示刘备伐吴不利。",三国演义
三国演义_人物_李斯_0,人物,"实体名：李斯
实体描述：
- 秦朝丞相，在传国玺上篆刻“受命于天，既寿永昌”八字。",三国演义
三国演义_人物_李春香_0,人物,"实体名：李春香
实体描述：
- 黄奎之妾。与苗泽私通，用言语挑出黄奎欲杀曹操之谋，告知苗泽，后被曹操斩首。",三国演义
三国演义_人物_李暹_0,人物,"实体名：李暹
实体描述：
- 李傕的侄子，引兵围住宫院，监押天子于郿坞。
- 李傕之侄，出马阵前被许褚一刀斩首。",三国演义
三国演义_人物_李歆_0,人物,"实体名：李歆
实体描述：
- 蜀将，与句安分守麴山二城，重伤突围求救。",三国演义
三国演义_人物_李氏_0,人物,"实体名：李氏
实体描述：
- 庞德的妻子，庞德出征前将儿子庞会托付给她。",三国演义
三国演义_人物_李氏_1,人物,"实体名：李氏
实体描述：
- 马邈之妻，责骂丈夫不忠，闻城破自缢而死，邓艾感其贤厚礼葬之。",三国演义
三国演义_人物_李珪_0,人物,"实体名：李珪
实体描述：
- 刘表幕官，劝立长子刘琦，被蔡瑁斩首，至死大骂。",三国演义
三国演义_人物_李球_0,人物,"实体名：李球
实体描述：
- 蜀将，于绵竹战死。",三国演义
三国演义_人物_李福_0,人物,"实体名：李福
实体描述：
- 蜀汉尚书，奉后主命至五丈原问安并询后事，两次前往。
- 蜀汉官员，奉命到成都报丞相诸葛亮已亡，并细述丞相临终言语。",三国演义
三国演义_人物_李肃_0,人物,"实体名：李肃
实体描述：
- 虎贲中郎将，与吕布同乡。受董卓之托，以赤兔马、金珠等说吕布降卓。
- 董卓部将，与华雄同守关。曾为华雄出谋夜袭孙坚寨。
- 吕布同郡骑都尉，曾劝吕布杀丁原投董卓，后奉王允命去郿坞骗董卓入朝，并参与诛杀董卓。后因战败被吕布斩首。",三国演义
三国演义_人物_李胜_0,人物,"实体名：李胜
实体描述：
- 字公昭，曹爽门客，被任命为荆州刺史，往探司马懿病情。
- 曹爽心腹，与何晏等同谋篡逆，被斩。",三国演义
三国演义_人物_李膺_0,人物,"实体名：李膺
实体描述：
- 河南尹，孔融十岁时往谒，孔融自称李相通家。",三国演义
三国演义_人物_李蒙_0,人物,"实体名：李蒙
实体描述：
- 董卓余党，与王方出战马腾、韩遂，被马超生擒后斩首。",三国演义
三国演义_人物_李虎_0,人物,"实体名：李虎
实体描述：
- 尚书郎，送文簿与邓艾。",三国演义
三国演义_人物_李譔_0,人物,"实体名：李譔
实体描述：
- 蜀汉博士。",三国演义
三国演义_人物_李辅_0,人物,"实体名：李辅
实体描述：
- 孟达心腹人，与邓贤出首孟达反情，后献新城迎接司马懿。
- 魏国将领，作为内应助司马懿破孟达。
- 魏前军，受命围乐城。",三国演义
三国演义_人物_李通_0,人物,"实体名：李通
实体描述：
- 镇威中郎将，字文达，江夏平春人，接应曹操，被封建功侯。
- 曹操部将，出战马超，被一枪刺于马下。",三国演义
三国演义_人物_李鹏_0,人物,"实体名：李鹏
实体描述：
- 魏将，随司马望出战，被傅佥用四楞铁简打死。",三国演义
三国演义_人物_杜义_0,人物,"实体名：杜义
实体描述：
- 蜀汉行参军，裨将军。",三国演义
三国演义_人物_杜微_0,人物,"实体名：杜微
实体描述：
- 蜀汉尚书。",三国演义
三国演义_人物_杜琼_0,人物,"实体名：杜琼
实体描述：
- 蜀汉谏议大夫。与董允同往丞相府，后入奏后主请圣驾亲往。
- 蜀汉谏议大夫。",三国演义
三国演义_人物_杜睿_0,人物,"实体名：杜睿
实体描述：
- 蜀汉裨将，与胡忠受孔明密计，在葫芦谷中监督匠作制造木牛流马。",三国演义
三国演义_人物_杜祺_0,人物,"实体名：杜祺
实体描述：
- 蜀汉武略中郎将。",三国演义
三国演义_人物_杜袭_0,人物,"实体名：杜袭
别名：杜袭
实体描述：
- 侍中，议欲尊曹操为魏王。
- 夏侯渊部将，守对山，被黄忠夺山而逃，后与张郃同守汉水。",三国演义
三国演义_人物_杜路_0,人物,"实体名：杜路
实体描述：
- 洞溪汉将，率兵助蜀。
- 蜀将，兵败后投降东吴。",三国演义
三国演义_人物_杜远_0,人物,"实体名：杜远
实体描述：
- 廖化同伴，劫持二夫人，欲分一人为妻，被廖化所杀。",三国演义
三国演义_人物_杜预_0,人物,"实体名：杜预
实体描述：
- 晋右将军，被羊祜临终举荐，后拜镇南大将军都督荆州事，老成练达，好读《左传》，率兵伐吴，攻克江陵，劝晋主急进。",三国演义
三国演义_人物_来敏_0,人物,"实体名：来敏
实体描述：
- 蜀汉祭酒。",三国演义
三国演义_人物_来骘_0,人物,"实体名：来骘
实体描述：
- 东吴大臣，认为陆逊只堪治郡，不可托以大事。",三国演义
三国演义_人物_杨丑_0,人物,"实体名：杨丑
实体描述：
- 张杨部将。本篇中杀张杨欲献首曹操，后被眭固所杀。",三国演义
三国演义_人物_杨仪_0,人物,"实体名：杨仪
实体描述：
- 蜀汉领长史，绥军将军。
- 蜀汉长史，孔明将安营之法分付与他，欲替回马谡。
- 蜀汉丞相长史，赍出师表至成都。
- 蜀汉将领，质疑孔明收军，孔明解释粮尽需退兵。
- 蜀汉长史，为苟安求情，建议孔明饶恕。
- 蜀汉长史，建议分兵两班循环相转以解决粮草问题，后受孔明密计埋伏。
- 蜀汉长史，向孔明报告粮米搬运不便。
- 蜀汉长史，受孔明遗命统领撤军，与魏延不和。依计行事，后开锦囊斩魏延。
- 蜀汉长史、绥军将军，丞相诸葛亮临终委以大事，总兵权，率众扶柩回汉中，后与魏延相争，依锦囊计策杀魏延，因口出怨言被贬为庶人，后自刎而死。",三国演义
三国演义_人物_杨任_0,人物,"实体名：杨任
实体描述：
- 张鲁部将，曾谏杨昂勿追，后与夏侯渊交战，被拖刀计斩于马下。",三国演义
三国演义_人物_杨修_0,人物,"实体名：杨修
实体描述：
- 字德祖，太尉杨彪之子，丞相门下掌库主簿。博学能言，智识过人，自恃其才。曾以《孟德新书》示张松。
- 曹魏主簿，字德祖。解“绝妙好辞”隐语，后因鸡肋之事被曹操以惑乱军心罪斩杀。",三国演义
三国演义_人物_杨大将_0,人物,"实体名：杨大将
实体描述：
- 袁术长史，参与商议对付孙策，献计先伐刘备。
- 袁术部将，献计先送粮食结好吕布，使其不救刘备，再擒刘备后图徐州。",三国演义
三国演义_人物_杨奉_0,人物,"实体名：杨奉
实体描述：
- 原为李傕部将，后反叛，保护献帝，与董承一同救驾。
- 李傕旧将，后为白波帅，与韩暹引军屯大梁，拦路劫驾，败后投袁术。
- 原汉臣，后降袁术，第七路降将，取浚山，后反戈助吕布，被刘备所杀。",三国演义
三国演义_人物_杨彪_0,人物,"实体名：杨彪
实体描述：
- 太尉，迎接少帝还京。
- 司徒。谏阻董卓迁都，被罢为庶民。
- 太尉，献计用反间计使李傕、郭汜自相残害，后赴两营劝和。
- 太尉，奏帝宣召曹操入朝。
- 太尉。被曹操诬告交通袁术而下狱，后经孔融谏言免官归田。
- 故太尉，被曹操因缘眦睚加以非罪，榜楚参并，五毒备至。
- 太尉，杨修之父。",三国演义
三国演义_人物_杨怀_0,人物,"实体名：杨怀
实体描述：
- 刘璋的白水都督，与高沛共同守把涪水关，以防刘备兵变。
- 刘璋部将，守关隘。与高沛欲刺刘备，被刘备擒杀。",三国演义
三国演义_人物_杨昂_0,人物,"实体名：杨昂
实体描述：
- 张鲁部将，与杨任劫曹营，后追击曹兵时被张郃杀死。",三国演义
三国演义_人物_杨暨_0,人物,"实体名：杨暨
实体描述：
- 魏国官员。入奏刘晔前后言辞不一，请魏主召问。",三国演义
三国演义_人物_杨松_0,人物,"实体名：杨松
实体描述：
- 杨柏之兄。与杨柏共谋图马超，黄权先来见杨松，说服其引见张鲁救刘璋。
- 张鲁谋士，极贪贿赂，收受金珠后进言张鲁召回马超，又进谗言陷害马超。
- 张鲁谋士，极贪贿赂，接受曹操密书，进谗言陷害庞德，后卖主求荣被曹操斩首。",三国演义
三国演义_人物_杨柏_0,人物,"实体名：杨柏
实体描述：
- 张鲁大将。谏阻张鲁以女招马超为婿，被马超怨恨，后与兄杨松商议图谋马超。
- 张鲁部下，任监军。随马超出征，被魏延击败，后马超降刘时将其斩杀。",三国演义
三国演义_人物_杨欣_0,人物,"实体名：杨欣
实体描述：
- 魏金城太守，烧甘松诸寨，拦截姜维。",三国演义
三国演义_人物_杨氏_0,人物,"实体名：杨氏
实体描述：
- 马超之妻。被梁宽、赵衢在翼城城上一刀砍死。",三国演义
三国演义_人物_杨洪_0,人物,"实体名：杨洪
实体描述：
- 刘璋降将，后为刘备擢用。
- 蜀汉尚书。",三国演义
三国演义_人物_杨济_0,人物,"实体名：杨济
实体描述：
- 晋冠军将军，出屯襄阳，节制诸路人马。",三国演义
三国演义_人物_杨琦_0,人物,"实体名：杨琦
实体描述：
- 侍中，劝献帝忍耐李傕，并密奏贾诩可谋。",三国演义
三国演义_人物_杨祚_0,人物,"实体名：杨祚
实体描述：
- 公孙渊麾下先锋，与卑衍同守辽隧，后兵败。",三国演义
三国演义_人物_杨秋_0,人物,"实体名：杨秋
实体描述：
- 韩遂部下八部将之一，随韩遂起兵。
- 韩遂部将，劝求和并奉命下书，后投降曹操被封为西凉太守。",三国演义
三国演义_人物_杨锋_0,人物,"实体名：杨锋
实体描述：
- 银冶洞二十一洞主，引三万兵来助孟获，实为报诸葛亮恩德，在酒席间擒获孟获、孟优、朵思大王，献于诸葛亮。
- 南蛮洞主，曾助诸葛亮擒获孟获等人，被封官爵后拜谢而去。",三国演义
三国演义_人物_杨阜_0,人物,"实体名：杨阜
实体描述：
- 凉州参军，字义山，劝曹操乘势剿灭马超。
- 原韦康参军，字义山。劝韦康不降未果，被马超复用，后借假葬妻之机联络姜叙等人起兵讨伐马超，身中五枪犹死战，被曹操封关内侯。
- 魏国官员。上疏谏魏主退兵。
- 魏国少傅，上表引经据典劝谏魏主不可极宫室之高丽，魏主不省。",三国演义
三国演义_人物_杨陵_0,人物,"实体名：杨陵
实体描述：
- 南安太守，杨阜族弟，与崔谅交厚，欲将计就计杀蜀军，被关兴斩于马下。",三国演义
三国演义_人物_杨雄_0,人物,"实体名：杨雄
实体描述：
- 西汉辞赋家，以文章名世，但屈身事王莽，被诸葛亮称为小人之儒。",三国演义
三国演义_人物_杨顒_0,人物,"实体名：杨顒
实体描述：
- 蜀汉主簿，劝谏诸葛亮不必亲理细事，引用司马懿之言。",三国演义
三国演义_人物_杨龄_0,人物,"实体名：杨龄
实体描述：
- 长沙管军校尉。请战关羽，被关羽不三合砍于马下。",三国演义
三国演义_人物_柳甫_0,人物,"实体名：柳甫
实体描述：
- 公孙渊御史大夫，同往请降被杀。",三国演义
三国演义_人物_桓帝_0,人物,"实体名：桓帝
实体描述：
- 汉朝皇帝，禁锢善类，崇信宦官。
- 东汉皇帝，桓帝朝郑玄官至尚书。后因十常侍之乱，郑玄弃官。
- 东汉皇帝，胡华曾在其时为议郎。",三国演义
三国演义_人物_桓彝_0,人物,"实体名：桓彝
实体描述：
- 尚书，挺身为孙亮辩护，大骂孙綝，被孙綝斩杀。",三国演义
三国演义_人物_桓范_0,人物,"实体名：桓范
实体描述：
- 字元则，大司农，有智谋，被称为智囊，谏曹爽勿兄弟皆出。
- 魏国司农，矫诏出城劝曹爽赴许都调兵，曹爽不从。后被下狱斩首。又称桓大夫。",三国演义
三国演义_人物_桓阶_0,人物,"实体名：桓阶
实体描述：
- 军吏，自愿入城与刘表讲和，以黄祖换孙坚尸首。",三国演义
三国演义_人物_桥玄_0,人物,"实体名：桥玄
实体描述：
- 时人，谓曹操能安天下。",三国演义
三国演义_人物_桥蕤_0,人物,"实体名：桥蕤
实体描述：
- 袁术部将，参与商议。
- 袁术麾下上将，取小沛，后与夏侯惇战败被杀。",三国演义
三国演义_人物_梁兴_0,人物,"实体名：梁兴
实体描述：
- 韩遂部下八部将之一，随韩遂起兵。
- 韩遂部将，在混战中被马超剁倒。",三国演义
三国演义_人物_梁刚_0,人物,"实体名：梁刚
实体描述：
- 袁术麾下催进使，后守寿春被生擒斩首。",三国演义
三国演义_人物_梁孝王_0,人物,"实体名：梁孝王
实体描述：
- 先帝母昆，坟陵尊显，曹操帅将吏士亲临发掘，破棺裸尸，掠取金宝。",三国演义
三国演义_人物_梁宽_0,人物,"实体名：梁宽
实体描述：
- 被杨阜推荐，马超用为军官。后与赵衢在城上大骂马超，斩杀马超妻杨氏及幼子等亲属。",三国演义
三国演义_人物_梁畿_0,人物,"实体名：梁畿
实体描述：
- 魏参军，奉司马懿之命赍檄去新城，令孟达准备征进，使其不疑。",三国演义
三国演义_人物_梁绪_0,人物,"实体名：梁绪
实体描述：
- 天水功曹，建议马遵起兵救夏侯楙。
- 梁绪，天水城守将，与姜维交厚。后因被疑与姜维结连，遂与尹赏开城降蜀，被诸葛亮封为天水太守。",三国演义
三国演义_人物_梁虔_0,人物,"实体名：梁虔
实体描述：
- 天水主记，建议马遵起兵救夏侯楙。
- 梁虔，梁绪之弟，守上邽城。后受梁绪招降归顺诸葛亮，被封为上邽令。又名梁虚。",三国演义
三国演义_人物_梨树之神_0,人物,"实体名：梨树之神
实体描述：
- 跃龙祠旁大梨树之神，披发仗剑，身穿皂衣，指责曹操伐其神木，称曹操数尽，欲杀之。",三国演义
三国演义_人物_楚怀王_0,人物,"实体名：楚怀王
实体描述：
- 王累谏章中提及，不听屈原之言会盟武关为秦所困。",三国演义
三国演义_人物_楚文王_0,人物,"实体名：楚文王
实体描述：
- 春秋楚国君主，卞和献玉后解之得玉。",三国演义
三国演义_人物_楼玄_0,人物,"实体名：楼玄
实体描述：
- 吴大司农，因谏孙皓被杀害。",三国演义
三国演义_人物_樊岐_0,人物,"实体名：樊岐
实体描述：
- 蜀汉从事，武略中郎将。",三国演义
三国演义_人物_樊建_0,人物,"实体名：樊建
实体描述：
- 蜀汉掾史，随孔明征南。
- 蜀汉典军书记。
- 蜀国将领。与董厥同受孔明分付。
- 蜀汉官员，问孔明何以知郑文诈降。
- 蜀令史，谏姜维不宜再伐魏，认为前功尽弃。
- 蜀汉尚书令，随刘禅赴洛阳，被封侯爵。",三国演义
三国演义_人物_樊氏_0,人物,"实体名：樊氏
实体描述：
- 赵范之嫂，寡居，有倾国倾城之色。赵范欲将其许配赵云，赵云以乱人伦为由拒绝。",三国演义
三国演义_人物_樊稠_0,人物,"实体名：樊稠
实体描述：
- 董卓部将，随守虎牢关。
- 董卓部将，随李傕攻入长安，封右将军万年侯。后因放走韩遂被李傕设宴斩杀。",三国演义
三国演义_人物_樊能_0,人物,"实体名：樊能
实体描述：
- 刘繇部将，见捉了于糜挺枪赶孙策，被孙策大喝一声惊骇撞马破头而死。",三国演义
三国演义_人物_檀敷_0,人物,"实体名：檀敷
实体描述：
- 字文友，山阳人，江夏八俊之一。",三国演义
三国演义_人物_步阐_0,人物,"实体名：步阐
实体描述：
- 吴将，被陆抗攻拔西陵时斩首。",三国演义
三国演义_人物_步骘_0,人物,"实体名：步骘
实体描述：
- 字子山，东吴谋士，讥讽诸葛亮效苏秦张仪之舌，被诸葛亮驳斥后默然无语。
- 东吴文官，主张降曹。
- 东吴官员，奉孙权命往曹营求和。
- 东吴谋士，指出曹操嫁祸于吴，建议让曹仁先起兵取荆州，吴军暗取荆州。
- 东吴大臣，奏请送还张飞首级及范疆、张达求和。",三国演义
三国演义_人物_武侯_0,人物,"实体名：武侯
实体描述：
- 指诸葛亮，姜维深得武侯之法。",三国演义
三国演义_人物_武安国_0,人物,"实体名：武安国
实体描述：
- 北海太守孔融部将，使铁锤。与吕布战到十余合，被吕布一戟砍断手腕。",三国演义
三国演义_人物_段煨_0,人物,"实体名：段煨
实体描述：
- 将军，向献帝进献衣服饮膳。
- 将领，杀了李傕，被封荡寇将军。",三国演义
三国演义_人物_段珪_0,人物,"实体名：段珪
实体描述：
- 十常侍之一。
- 十常侍之一，与张让结构何苗，令早晚入何太后处善言遮蔽。
- 十常侍之一，与张让劫持少帝等，后被闵贡所杀。",三国演义
三国演义_人物_殷馗_0,人物,"实体名：殷馗
实体描述：
- 辽东人，善晓天文，曾预言五十年后有真人起于梁沛之间。
- 善观天文，曾谓群星聚于颍分，其地必多贤士。",三国演义
三国演义_人物_毋丘俭_0,人物,"实体名：毋丘俭
实体描述：
- 魏国幽州刺史，上表报称公孙渊造反。
- 魏国镇南都督，领兵攻武昌。
- 魏镇东将军，闻司马师废主，起兵讨伐，屯于项城，后兵败被慎县县令宋白所杀。",三国演义
三国演义_人物_毋丘甸_0,人物,"实体名：毋丘甸
实体描述：
- 毋丘俭长子，劝父起兵讨司马师。",三国演义
三国演义_人物_毕轨_0,人物,"实体名：毕轨
实体描述：
- 字昭先，曹爽门客，为司隶校尉。
- 曹爽心腹，与何晏等同谋篡逆，被斩。",三国演义
三国演义_人物_毛玠_0,人物,"实体名：毛玠
实体描述：
- 字孝先，陈留平邱人，被满宠、吕虔推荐给曹操，任从事。
- 曹操部将，随操袭西寨。
- 曹操部下，任典农中郎将，催督钱粮。
- 曹操部将，进言东南风起吹折青红牙旗，主今夜有人劫寨。
- 曹操部下，任东曹掾。
- 曹操部将，在蔡瑁张允被杀后被任命为水军都督。
- 曹操任命的 water 军都督之一，在曹军水寨中与于禁一起飞报曹操敌军擂鼓呐喊。
- 曹操部将，水军都督，与于禁请令调遣。
- 曹操部将。救得文聘后与曹操会合。",三国演义
三国演义_人物_毛皇后_0,人物,"实体名：毛皇后
实体描述：
- 魏主曹睿之后，河内人，初恩爱，后因郭夫人失宠，一次游玩时提及曹睿与郭夫人游园之事，触怒曹睿，被赐死。
- 魏明帝曹睿之后，死后显灵索命，致曹睿得病。",三国演义
三国演义_人物_汉光武_0,人物,"实体名：汉光武
实体描述：
- 即汉光武帝刘秀，孙策梦其召见，往岭上庙焚香祈祝。",三国演义
三国演义_人物_汉明帝_0,人物,"实体名：汉明帝
实体描述：
- 东汉皇帝，镇国寺为其御前香火院。",三国演义
三国演义_人物_汉景帝_0,人物,"实体名：汉景帝
别名：孝景皇帝
实体描述：
- 汉朝皇帝，刘备为阁下玄孙。
- 汉景帝刘启，刘备的祖先之一，诸葛亮提及以说明刘备的皇族血统。",三国演义
三国演义_人物_汉献帝_0,人物,"实体名：汉献帝
别名：献帝，陈留王
实体描述：
- 汉朝皇帝，传至其时而分为三国。
- 即献帝刘协，灵帝中子。被董卓立为帝，后称献帝。曾在北邙山呵斥董卓。
- 汉朝天子，又称帝、天子。董卓死后被李傕、郭汜控制，封赏李傕等人，后在宣平门止乱。
- 汉朝皇帝，被李傕、郭汜欺凌，后被杨奉、董承等救驾，辗转至洛阳。
- 即汉献帝，又称天子、帝。从长安逃回洛阳，后被迫迁都许都，受曹操控制。
- 即刘协，东汉天子。被曹操控制，认刘备为皇叔，密制衣带诏赐董承，命其图操。在许田打围中受曹操欺压，背后若芒刺。
- 汉朝皇帝，被曹操挟持。他赐董承衣带诏，后董妃被杀，帝流泪相救不得。
- 汉献帝。曹操引关羽朝见，封关羽为偏将军。帝见关羽长髯，称其为美髯公。
- 东汉皇帝，排銮驾迎接曹操班师，赐曹操赞拜不名等特权。
- 汉朝皇帝，被曹操威逼，与伏后密谋诛操未成，见伏后被拖走痛哭捶胸，后被迫立曹贵人为皇后。
- 汉献帝，令钟繇草诏册立曹操为魏王。",三国演义
三国演义_人物_汪昭_0,人物,"实体名：汪昭
实体描述：
- 袁谭大将，出战曹操，被徐晃一刀斩于马下。",三国演义
三国演义_人物_沈莹_0,人物,"实体名：沈莹
实体描述：
- 吴左将军，随张悌迎敌，被周旨所杀。",三国演义
三国演义_人物_沙摩柯_0,人物,"实体名：沙摩柯
实体描述：
- 蛮王，率番兵数万助蜀伐吴。
- 番王，面如噀血，碧眼突出，使铁蒺藜骨朵，一箭射死甘宁。
- 蛮王，又称番将。引蛮兵拦截淳于丹，后匹马奔走被周泰所杀。
- 蜀汉将领（蛮族），随刘备伐吴，在猇亭之战中殁于王事。",三国演义
三国演义_人物_沮授_0,人物,"实体名：沮授
实体描述：
- 袁绍谋士，分掌冀州事。
- 袁绍的谋士，认为制胜不在强盛，反对兴无名之兵，恨绍不用其谋。
- 袁绍谋士，谏阻颜良独任、分兵官渡等，不被采纳，后托疾不出。
- 袁绍谋士，被黜退不用。
- 袁绍的谋士，建议缓守以旷日月，被袁绍锁禁军中。夜间观天象预言乌巢有劫，再次进谏被斥责。袁绍败后为曹军所获，不降，盗马欲归袁氏，被曹操所杀，曹操赞其为忠义之士，厚葬并题墓“忠烈沮君之墓”。
- 袁绍谋士，已死于军中，后人诗提及“昨朝沮授军中失”。
- 沮鹄之父，袁绍谋士，已故。文中提及为沮鹄之父。",三国演义
三国演义_人物_沮鹄_0,人物,"实体名：沮鹄
实体描述：
- 沮授之子，守邯郸，被张辽射杀。",三国演义
三国演义_人物_法正_0,人物,"实体名：法正
别名：法孝直
实体描述：
- 字孝直，右扶风郿人，贤士法真之子。张松心腹契友，后奉命出使刘备，劝取西川。又称法孝直。
- 刘备的谋士，与庞统商议在宴席上杀刘璋，并参与策划舞剑刺杀。
- 字孝直，刘备谋士，被庞统请来辨识彭永言。
- 刘备谋士，与彭羕相识。为刘备指出取雒城的大路和小路。
- 刘备谋士，字孝直。建议刘备以仁义服众，并写信给刘璋陈说利害，劝其归降。
- 刘备谋士，字孝直。劝刘备勿忧郑度之计，后为蜀郡太守，有恩仇必报之性。
- 蜀汉谋士，建议从阆中调张飞退张郃，后劝玄德乘势取汉中，被玄德、孔明认可。
- 蜀汉谋士，助黄忠取定军山，提出反客为主、以逸待劳之计，指挥红旗白旗信号。
- 字孝直，刘备的谋士，被封为尚书令，请刘备登坛进位汉中王。
- 刘备谋士，劝刘备纳吴懿之妹为王妃，以襄内政。
- 即法正，与孟达同有功于汉中王，已死。
- 即法正，已故。诸葛亮感叹若法正在，必能制止刘备东行。",三国演义
三国演义_人物_泠苞_0,人物,"实体名：泠苞
实体描述：
- 刘璋部下将佐，疑刘备有异心。
- 刘璋部将，与刘璝、邓贤一同掣剑群舞。
- 刘璋部将，与邓贤结寨，被黄忠、魏延击败，被魏延活捉后诈降，欲决涪江淹刘备军。
- 蜀将。引军欲决涪江，被魏延活捉。刘备责其背义，斩之。",三国演义
三国演义_人物_淳于丹_0,人物,"实体名：淳于丹
实体描述：
- 东吴末将，受陆逊令取江南第四营，被傅彤击败，带箭回营。",三国演义
三国演义_人物_淳于琼_0,人物,"实体名：淳于琼
实体描述：
- 左军校尉，迎接车驾。
- 袁绍部下的名将，被孔融提及。
- 袁绍部下督将，性刚好酒，守乌巢时终日聚饮，醉卧帐中。曹操劫乌巢时被挠钩拖翻擒获，曹操命割去其耳鼻手指放回，袁绍怒而斩之。",三国演义
三国演义_人物_清河公主_0,人物,"实体名：清河公主
实体描述：
- 曹操之女，嫁与夏侯楙为驸马。",三国演义
三国演义_人物_滕胤_0,人物,"实体名：滕胤
实体描述：
- 吴国太常卿，与诸葛恪有隙，劝孙峻诛恪。
- 东吴大司马，被孙綝所杀。
- 被害的东吴重臣，孙休为其重建坟墓。",三国演义
三国演义_人物_满宠_0,人物,"实体名：满宠
实体描述：
- 字伯宁，山阳昌邑人，被刘晔推荐给曹操，任军中从事。
- 字伯宁，曹操行军从事，夜入徐晃营说降之，后为许都令。
- 曹操部将，曾按治杨彪案，后探听袁绍消息回报。
- 曹操部将，被祢衡讥讽为可使饮酒食糟。
- 曹操部将，与夏侯惇镇守汝南，以拒刘表。
- 曹操谋士，与吕虔同论。
- 字伯宁，曹操的参谋，劝曹仁坚守樊城，后又劝曹仁不可弃城，保全了樊城。
- 魏国前将军，随贾逵取阳城。
- 魏国将领，上表奏报东吴兴兵消息。
- 魏国将领，随曹睿救合淝，设计烧毁东吴战船粮草。",三国演义
三国演义_人物_潘举_0,人物,"实体名：潘举
实体描述：
- 曹爽府守门将，引弓弩手射司马懿，被孙谦劝阻。",三国演义
三国演义_人物_潘凤_0,人物,"实体名：潘凤
实体描述：
- 韩馥部下上将，手提大斧出战华雄，被斩。",三国演义
三国演义_人物_潘浚_0,人物,"实体名：潘浚
实体描述：
- 关羽任命的治中，守荆州，但王甫认为其多忌好利，不可任用。",三国演义
三国演义_人物_潘璋_0,人物,"实体名：潘璋
实体描述：
- 字文珪，东郡人，孙权部下良将，生擒苏飞。
- 东吴武将，被周瑜任为第三队将领。
- 东吴将领，领三千兵尽打白旗，往汉阳接应董袭。
- 东吴将领。分头放火呐喊，后与周泰等杀曹仁。
- 东吴将领，与陈武一同追捕刘备夫妇，被孙夫人斥退。
- 东吴将领，与陈武率弓弩手攻击曹操。
- 孙权部将，为合后。
- 东吴将领，随吕蒙出征。
- 东吴将领，伏于临沮山僻小路，与关羽交战三合败走，其部将马忠最终擒获关羽。
- 东吴将领，被刘备视为切齿之仇人。后孙权命其为先锋拒蜀。
- 东吴将领，曾夺关羽青龙刀。在彝陵之战中与黄忠交战，后逃至山谷被关兴斩杀。",三国演义
三国演义_人物_潘遂_0,人物,"实体名：潘遂
实体描述：
- 魏将，出战赵云，战不三合拨马便走。",三国演义
三国演义_人物_潘隐_0,人物,"实体名：潘隐
实体描述：
- 司马，告何进不可入宫，蹇硕欲谋杀公。",三国演义
三国演义_人物_濮阳兴_0,人物,"实体名：濮阳兴
实体描述：
- 吴丞相，受孙休托孤，与群臣商议立君，迎孙皓为帝，后因谏孙皓被斩，灭三族。",三国演义
三国演义_人物_灵帝_0,人物,"实体名：灵帝
实体描述：
- 汉朝皇帝，即位后朝政日非。
- 帝，汉灵帝，病笃召何进，立皇子协为太子犹豫，崩后太子辩即位。
- 东汉皇帝，时期陈琳曾为主簿，后因何进不听谏而遭董卓之乱。
- 东汉皇帝，提及黄皓如灵帝时十常侍。",三国演义
三国演义_人物_焦伯_0,人物,"实体名：焦伯
实体描述：
- 魏护卫，奉曹髦令聚集宿卫苍头官僮，后挺枪迎战成济，被刺死。",三国演义
三国演义_人物_焦彝_0,人物,"实体名：焦彝
实体描述：
- 诸葛诞谋士，与蒋班同降魏。",三国演义
三国演义_人物_焦炳_0,人物,"实体名：焦炳
实体描述：
- 魏将，拦路问蜀兵何在，被赵云刺死。",三国演义
