head_id,tail_id,type,description,source_relationship_type,book
西游记_人物_金池长老_0,西游记_组织_观音禅院_0,领导,"[{'16': ""老院主是观音禅院的师祖，众僧称其为'师祖'，在寺中地位最高""}]",人物与组织,西游记
西游记_人物_玉皇大帝_0,西游记_人物_观世音菩萨_0,合作,[{'15': '观音菩萨亲见玉帝，为玉龙三太子求情，玉帝准其下界为唐僧脚力。'}],人物与人物,西游记
西游记_人物_唐三藏_0,西游记_人物_唐太宗_0,上下级,"[{'13': '唐王降敕封三藏为钦差，遣其西天取经，三藏尊奉君命'}, {'23': '唐王是东土大唐君主，派遣唐僧前往西天拜佛求经，唐僧奉旨不敢违君命。'}, {'36': '唐王差遣唐三藏上西天取经，唐三藏受唐王恩宥。'}, {'48': '唐王曾御手擎杯奉饯，唐僧奉旨西天取经，君臣关系明确。'}, {'54': '唐王认唐三藏为御弟，赐其西天取经，唐僧念念不忘唐王嘱托。'}, {'56': '唐太宗是东土大唐皇帝，差遣唐三藏前往西天取经。'}, {'62': '大唐王选派唐三藏前往西天取经。'}, {'68': '唐王是君王，唐僧是御弟法师，奉命取经。'}, {'98': '唐王是东土大唐的君王，曾赐予唐僧紫金钵盂，唐僧奉旨西天取经，承诺回朝奏上唐王厚谢。'}]",人物与人物,西游记
西游记_人物_角木蛟_0,西游记_人物_辟暑大王_0,对立,[{'92': '角木蛟擒拿辟暑大王。'}],人物与人物,西游记
西游记_人物_孙悟空_0,西游记_人物_敖闰_0,上下级,[{'45': '孙大圣命令敖闰下雨，敖闰遵命'}],人物与人物,西游记
西游记_地点_云楼宫_0,西游记_地点_天宫_0,隶属,[{'42': '云楼宫殿位于天宫'}],地点与地点,西游记
西游记_人物_玉皇大帝_0,西游记_人物_许旌阳真人_0,上下级,[{'5': '许旌阳真人在玉帝早朝时启奏，建议给齐天大圣一件事管，玉帝采纳。'}],人物与人物,西游记
西游记_人物_二郎显圣真君_0,西游记_技能_法天象地_0,掌握,[{'6': '二郎神抖擞神威，摇身一变变得身高万丈。'}],人物与技能,西游记
西游记_地点_长安城_0,西游记_地点_雁塔寺_0,隶属,[{'100': '雁塔寺是长安城中的寺院，唐僧在此诵经'}],地点与地点,西游记
西游记_人物_唐太宗_0,西游记_人物_相良_0,合作,[{'11': '唐太宗在阴司借了相良一库金银，还阳后命胡敬德如数送还，相良不受，遂用于修建相国寺。'}],人物与人物,西游记
西游记_人物_唐三藏_0,西游记_人物_护教伽蓝_0,合作,[{'29': '一十八位护教伽蓝暗中保护唐僧，助八戒沙僧战斗'}],人物与人物,西游记
西游记_人物_孙悟空_0,西游记_人物_托塔李天王_0,合作,"[{'51': '孙悟空请托塔李天王率天兵下界助阵，共同对抗兕怪。'}, {'61': '托塔李天王持照妖镜相助孙大圣'}, {'83': '李天王点起天兵与孙悟空一同下界降妖救出唐僧'}]",人物与人物,西游记
西游记_人物_沙悟净_0,西游记_人物_灵感大王_0,对立,[{'49': '沙僧与猪八戒合战灵感大王，在水底争斗。'}],人物与人物,西游记
西游记_人物_老夫人_0,西游记_地点_无底洞_0,居住,[{'82': '老夫人住在陷空山无底洞内'}],人物与地点,西游记
西游记_人物_五城兵马官_0,西游记_人物_比丘国王_0,上下级,[{'78': '五城兵马官向国王奏报昨夜冷风刮去鹅笼小儿。'}],人物与人物,西游记
西游记_人物_猪八戒_0,西游记_物品_九环锡杖_0,持有,[{'45': '八戒拿了锡杖进朝'}],人物与物品,西游记
西游记_人物_地藏王菩萨_0,西游记_地点_幽冥_0,居住,[{'58': '地藏王菩萨居幽冥翠云宫，管理阴司事务。'}],人物与地点,西游记
西游记_人物_金角大王_0,西游记_物品_影神图_0,创造,[{'32': '金角大王画出唐僧师徒的影神图，用于辨认。'}],人物与物品,西游记
西游记_人物_唐三藏_0,西游记_组织_护教诸神_0,合作,[{'30': '护教诸神在半空中护佑唐僧，使其不被兵器所伤。'}],人物与组织,西游记
西游记_人物_孙悟空_0,西游记_物品_金钢钻_0,创造,[{'75': '孙大圣拔救命毫毛变作金钢钻，用于钻破阴阳二气瓶。'}],人物与物品,西游记
西游记_人物_不坏尊王永住金刚_0,西游记_地点_昆仑山金霞岭_0,守护,[{'77': '不坏尊王永住金刚驻守在昆仑山金霞岭，把守灵山山门'}],人物与地点,西游记
西游记_人物_巨灵神_0,西游记_物品_宣花斧_0,持有,[{'4': '巨灵神手持宣花斧与孙悟空交战，被悟空打断斧柄。'}],人物与物品,西游记
西游记_人物_唐三藏_0,西游记_物品_紫金钵盂_0,持有,"[{'12': '玄奘接受太宗所赐紫金钵盂用于化斋'}, {'72': '八戒取出钵盂给三藏换了衣帽，用于化斋。'}, {'98': '唐僧命沙僧取出紫金钵盂，双手奉与阿傩，作为传经的人事。'}, {'100': '唐僧将钦赐紫金钵盂送给阿傩、伽叶以换取有字真经'}]",人物与物品,西游记
西游记_人物_唐三藏_0,西游记_技能_《金刚经》_0,掌握,[{'13': '三藏朗音高诵《金刚经》'}],人物与技能,西游记
西游记_人物_七个蜘蛛精_0,西游记_地点_濯垢泉_0,居住,[{'72': '妖精占据濯垢泉，一日三遭出来洗澡。'}],人物与地点,西游记
西游记_人物_玉皇大帝_0,西游记_人物_邓化_0,上下级,[{'51': '玉帝传旨九天府点邓化、张蕃二雷公与天王合力缚妖。'}],人物与人物,西游记
西游记_人物_傅奕_0,西游记_人物_萧瑀_0,对立,[{'11': '萧瑀主张佛法不可废，傅奕上疏止浮图言无佛，二人在朝堂上辩论。'}],人物与人物,西游记
西游记_人物_二郎显圣真君_0,西游记_组织_梅山六兄弟_0,领导,[{'63': '二郎神统领梅山六兄弟一同打猎和助战。'}],人物与组织,西游记
西游记_人物_刘全_0,西游记_物品_南瓜_0,持有,[{'11': '刘全头顶一对南瓜进贡给十代阎王。'}],人物与物品,西游记
西游记_人物_孙悟空_0,西游记_物品_金苍蝇_0,创造,[{'75': '孙大圣拔脑后毫毛变出金苍蝇，飞去唬骗老魔。'}],人物与物品,西游记
西游记_人物_西梁女国女王_0,西游记_人物_迎阳驿驿丞_0,上下级,[{'54': '迎阳驿驿丞奉女王之命主婚，并启奏女王。'}],人物与人物,西游记
西游记_人物_明月_0,西游记_物品_丝帕_0,持有,[{'24': '明月用丝帕垫盘底'}],人物与物品,西游记
西游记_地点_避妖楼_0,西游记_组织_朱紫国_0,驻扎,[{'70': '避妖楼是朱紫国所建，国王曾在此避妖'}],组织与地点,西游记
西游记_人物_崩将军_0,西游记_人物_孙悟空_0,上下级,[{'6': '崩将军是齐天大圣麾下，被二郎神阵势唬得使不得刀剑。'}],人物与人物,西游记
西游记_人物_二大王_0,西游记_人物_云程万里鹏_0,亲密,[{'74': '云程万里鹏与大大王、二大王结为兄弟，合意捉拿唐僧。'}],人物与人物,西游记
西游记_人物_孙悟空_0,西游记_技能_砍头法_0,掌握,[{'46': '孙行者自称曾遇方上禅和子教会砍头法，砍头后能叫头回来再长上'}],人物与技能,西游记
西游记_人物_沙悟净_0,西游记_物品_行李_0,持有,[{'77': '沙僧挑着行李，内有锦襕袈裟等物'}],人物与物品,西游记
西游记_人物_如来佛祖_0,西游记_人物_普贤菩萨_0,上下级,[{'77': '如来派迦叶去峨眉山宣普贤菩萨前来降妖'}],人物与人物,西游记
西游记_人物_孙悟空_0,西游记_人物_独角鬼王_0,上下级,[{'4': '独角鬼王献赭黄袍，孙悟空封其为前部总督先锋。'}],人物与人物,西游记
西游记_人物_二郎显圣真君_0,西游记_人物_玉皇大帝_0,亲属,[{'6': '玉帝是二郎显圣真君的舅舅，称其为‘朕之令甥’。'}],人物与人物,西游记
西游记_人物_孙悟空_0,西游记_人物_东海龙王敖广_0,上下级,[{'45': '孙大圣喝问敖广，命令龙王下雨，敖广遵命'}],人物与人物,西游记
西游记_人物_银角大王_0,西游记_人物_沙悟净_0,对立,[{'33': '二魔与沙僧交战，战败沙僧并挟在左胁下拿进洞。'}],人物与人物,西游记
西游记_地点_化生寺_0,西游记_地点_多宝台_0,隶属,[{'12': '多宝台是化生寺内的讲经台，玄奘在此讲法'}],地点与地点,西游记
西游记_人物_唐三藏_0,西游记_技能_《弥陀经》_0,掌握,[{'13': '三藏各诵几卷《弥陀经》'}],人物与技能,西游记
西游记_人物_蝎子精_0,西游记_技能_倒马毒_0,掌握,[{'55': '蝎子精能使用倒马毒神通扎伤对手，曾扎伤如来和孙悟空、猪八戒。'}],人物与技能,西游记
西游记_人物_青毛狮子怪_0,西游记_物品_阴阳二气瓶_0,持有,[{'75': '青毛狮子怪命令小妖抬出阴阳二气瓶，用于装孙大圣。'}],人物与物品,西游记
西游记_地点_小须弥山_0,西游记_地点_禅院_0,隶属,[{'59': '灵吉菩萨的禅院位于小须弥山上。'}],地点与地点,西游记
西游记_地点_东阁_0,西游记_地点_长安城_0,隶属,[{'100': '东阁位于长安，太宗在此设宴酬谢唐僧师徒'}],地点与地点,西游记
西游记_人物_孙悟空_0,西游记_地点_花果山_0,居住,"[{'2': '孙悟空的老家花果山，是群猴居住之地。'}, {'3': '孙悟空为花果山水帘洞天生圣人，荣归故里，常居此处。'}, {'4': '孙悟空是花果山美猴王，反下天宫后回到花果山。'}, {'5': '大圣下界为王，返回花果山并与众猴居住。'}, {'6': '齐天大圣本为东胜神洲傲来国花果山石卵化生，以此为居处。'}, {'28': '孙悟空被唐僧逐赶后返回花果山，重振山林，安居乐业'}]",人物与地点,西游记
西游记_人物_孙悟空_0,西游记_技能_七十二变_0,掌握,"[{'2': '孙悟空从菩提祖师学成七十二般变化。'}, {'3': '孙悟空自闻道后，有七十二般地煞变化之功。'}, {'7': '大圣自称‘我有七十二般变化，万劫不老长生’'}, {'34': '孙行者施展七十二变神通，变苍蝇、变倚海龙、变老奶奶等。'}, {'35': '孙大圣拥有七十二变化神通，文中多次提及。'}, {'41': '孙大圣有七十二般变化，具有七十二条性命。'}, {'42': '孙悟空拥有七十二般变化，可变牛魔王等'}, {'46': '沙僧称孙行者有七十二般变化，孙行者多次变化实施法术'}, {'61': '孙大圣精通七十二变，变化多端'}, {'72': '行者变作麻苍蝇跟踪妖精，又变作饿老鹰叼走衣服，并用毫毛变七样鹰。'}, {'74': '孙悟空有七十二副嘴脸，能捻着诀摇身一变，变作小和尚、苍蝇、总钻风等。'}, {'75': '孙大圣会七十二般变化，能变飞禽、走兽、人物等。'}, {'77': '孙悟空会变化法，变作苍蝇、毫毛假身等'}, {'79': '孙悟空变作假唐僧入朝，剖腹现心后又收法现出本相。'}, {'92': '孙悟空变作火焰虫儿飞入玄英洞。'}, {'97': '孙悟空变作蜢虫儿、大法身等显圣'}]",人物与技能,西游记
西游记_人物_宝象国国王_0,西游记_人物_奎木狼_0,亲属,[{'30': '老妖自称三驸马，国王是其岳父。'}],人物与人物,西游记
西游记_人物_奔波儿灞_0,西游记_人物_孙悟空_0,对立,[{'62': '孙悟空在塔顶捉住巡塔的奔波儿灞，逼其供出偷宝真相。'}],人物与人物,西游记
西游记_人物_托塔李天王_0,西游记_人物_玉皇大帝_0,上下级,"[{'5': '玉帝差李天王协同哪吒太子等率天兵下界捉拿大圣。'}, {'52': '玉帝差遣托塔李天王率天兵助孙悟空擒妖。'}, {'58': '玉帝传旨宣托塔李天王用照妖镜照辨真假孙悟空。'}]",人物与人物,西游记
西游记_人物_观世音菩萨_0,西游记_技能_观音扭_0,掌握,[{'43': '菩萨用杨柳枝蘸甘露洒童子，叫声‘合’，使童子双手合掌不能开放，即观音扭法术。'}],人物与技能,西游记
西游记_人物_孙悟空_0,西游记_人物_黄河水伯_0,合作,[{'51': '孙悟空带领黄河水伯至金皘洞倒水灌洞，以图渰死兕怪。'}],人物与人物,西游记
西游记_人物_萧瑀_0,西游记_人物_观世音菩萨_0,合作,[{'12': '萧瑀引菩萨入朝见太宗，促成袈裟锡杖赐予玄奘'}],人物与人物,西游记
西游记_人物_托塔李天王_0,西游记_组织_天兵_0,领导,[{'6': '李天王奉旨率十万天兵围剿花果山。'}],人物与组织,西游记
西游记_人物_唐太宗_0,西游记_人物_观世音菩萨_0,上下级,[{'29': '观世音菩萨金身出现，指示唐天子派唐僧西天取经'}],人物与人物,西游记
西游记_人物_三王子_0,西游记_人物_猪八戒_0,上下级,[{'89': '小王子拜猪八戒为师，学习武艺。'}],人物与人物,西游记
西游记_人物_金角大王_0,西游记_物品_七星剑_0,持有,[{'35': '金角大王手持七星剑与孙大圣战斗。'}],人物与物品,西游记
西游记_人物_白龙马_0,西游记_组织_西天_0,归属,[{'100': '白龙马皈依佛教，成为八部天龙马'}],人物与组织,西游记
西游记_人物_摩昂_0,西游记_人物_鼍洁_0,对立,[{'43': '摩昂奉父命率兵擒拿鼍洁，用三棱简击败并捆绑。'}],人物与人物,西游记
西游记_人物_沙悟净_0,西游记_人物_三王子_0,上下级,"[{'88': '三王子拜沙僧为师，沙僧传授武艺。'}, {'90': '沙僧收三王子为徒，传授武艺'}]",人物与人物,西游记
西游记_人物_唐太宗_0,西游记_人物_李玉英_0,亲属,[{'11': '唐太宗是李玉英的皇兄，御妹李玉英跌死后借尸还魂。'}],人物与人物,西游记
西游记_人物_荡魔天尊_0,西游记_人物_玉皇大帝_0,上下级,[{'66': '玉帝敕赐真武之名，令其威镇北方剪伐妖邪'}],人物与人物,西游记
西游记_人物_蝎子精_0,西游记_地点_毒敌山琵琶洞_0,居住,[{'55': '蝎子精住在毒敌山琵琶洞，门上有‘毒敌山琵琶洞’六字。'}],人物与地点,西游记
西游记_人物_孙悟空_0,西游记_物品_钢刀_0,持有,[{'3': '孙悟空从混世魔王处夺得一口大刀。'}],人物与物品,西游记
西游记_人物_国丈_0,西游记_人物_寿星_0,上下级,[{'79': '国丈本为寿星的脚力白鹿，偷走蟠龙拐杖下界成精，寿星赶来将其罩住收服。'}],人物与人物,西游记
西游记_人物_唐太宗_0,西游记_人物_萧瑀_0,上下级,"[{'11': '萧瑀是宰相，在朝中为太宗臣子，主张佛法不可废。'}, {'12': '萧瑀是大唐宰相，朝中向太宗启奏卖袈裟僧人之事'}]",人物与人物,西游记
西游记_人物_孙悟空_0,西游记_组织_蟠桃园_0,归属,[{'7': '二圣向如来汇报：玉帝着大圣代管蟠桃园，他即偷桃'}],人物与组织,西游记
西游记_人物_唐太宗_0,西游记_人物_李建成_0,亲属,[{'10': '李建成是唐太宗之兄，在阴司与元吉一同揪打索命。'}],人物与人物,西游记
西游记_人物_辟尘大王_0,西游记_物品_藤纥褡_0,持有,[{'92': '辟尘大王的兵器。'}],人物与物品,西游记
西游记_人物_灞波儿奔_0,西游记_地点_乱石山碧波潭_0,居住,[{'62': '灞波儿奔是乱石山碧波潭万圣龙王差来的小妖，居住于此。'}],人物与地点,西游记
西游记_人物_唐三藏_0,西游记_技能_揭斋之咒_0,掌握,[{'13': '三藏吃饭前合掌诵念揭斋之咒'}],人物与技能,西游记
西游记_人物_唐三藏_0,西游记_地点_智渊寺_0,居住,"[{'44': '唐僧师徒被众僧请入智渊寺安歇一宿。'}, {'45': '唐僧师徒将行囊马匹交与智渊寺僧看守，暂住于此'}]",人物与地点,西游记
西游记_人物_万圣公主_0,西游记_物品_舍利子_0,持有,[{'63': '万圣宫主与万圣龙王、九头驸马共偷舍利子，存于浑金匣中。'}],人物与物品,西游记
西游记_人物_可韩丈人真君_0,西游记_组织_可韩司_0,领导,[{'51': '可韩丈人真君是可韩司的主神，奉玉帝旨意查勘诸天星斗。'}],人物与组织,西游记
西游记_人物_银角大王_0,西游记_技能_紧绳咒_0,掌握,[{'34': '二魔念紧绳咒将孙行者紧紧扣住，使其不得脱身。'}],人物与技能,西游记
西游记_人物_如来佛祖_0,西游记_组织_四大菩萨_0,领导,[{'58': '四大菩萨在雷音寺听如来说法，后遵如来令围住六耳猕猴。'}],人物与组织,西游记
西游记_人物_唐三藏_0,西游记_人物_观世音菩萨_0,上下级,"[{'14': '观音化身为老母传授唐僧紧箍咒'}, {'84': '观音菩萨化作老母警告唐三藏灭法国危险'}, {'100': '观音菩萨劝善唐僧皈依佛教并取经'}]",人物与人物,西游记
西游记_人物_清风_0,西游记_人物_镇元子_0,上下级,"[{'24': '镇元子是清风之师，清风是徒弟'}, {'25': '镇元仙是清风的师父，清风是其弟子。'}]",人物与人物,西游记
西游记_人物_银角大王_0,西游记_人物_唐三藏_0,对立,[{'33': '二魔变作老道士骗唐僧，摄走唐僧进莲花洞。'}],人物与人物,西游记
西游记_人物_香兰_0,西游记_人物_高太公_0,亲属,[{'18': '香兰是高太公的大女儿，从小配与本庄人家'}],人物与人物,西游记
西游记_人物_猪八戒_0,西游记_技能_摄法_0,掌握,"[{'62': '猪八戒与孙悟空一同驾风头，使摄法带妖贼飞行。'}, {'99': '沙僧提议师徒都作起摄法，八戒亦会，表明他掌握摄法。'}]",人物与技能,西游记
西游记_人物_孙悟空_0,西游记_技能_黄龙转身_0,掌握,[{'88': '孙悟空在演示金箍棒时使用黄龙转身招数。'}],人物与技能,西游记
西游记_地点_号山_0,西游记_地点_枯松涧_0,隶属,[{'42': '枯松涧是号山中的山涧'}],地点与地点,西游记
西游记_人物_泾河龙王_0,西游记_人物_玉皇大帝_0,上下级,"[{'9': '玉帝降敕旨命泾河龙王施雨，龙王违旨后被判由魏征处斩。'}, {'43': '玉帝降旨命人曹官魏征梦中斩了泾河龙王。'}]",人物与人物,西游记
西游记_人物_车迟国国王_0,西游记_人物_虎力大仙_0,上下级,"[{'45': '国王尊虎力大仙为国师，但国王是君主，道士为臣'}, {'46': '国王尊虎力为国师，虎力在朝堂跪拜启奏，听命于国王'}]",人物与人物,西游记
西游记_人物_火焰山土地_0,西游记_人物_牛魔王_0,对立,[{'61': '火焰山土地带领阴兵阻挡牛魔王'}],人物与人物,西游记
西游记_地点_剥皮亭_1,西游记_地点_隐雾山折岳连环洞_0,隶属,[{'86': '剥皮亭是隐雾山折岳连环洞内的亭子，存放吃不了的人头'}],地点与地点,西游记
西游记_人物_猪八戒_0,西游记_物品_臊泥_0,创造,[{'78': '八戒用尿和土调成臊泥，用于变化。'}],人物与物品,西游记
西游记_人物_九灵元圣_0,西游记_人物_大王子_0,对立,[{'90': '九灵元圣张口噙走大王子'}],人物与人物,西游记
西游记_人物_七个蜘蛛精_0,西游记_人物_蜜_0,亲属,[{'72': '蜜是妖精结拜的干儿子，愿拜为母。'}],人物与人物,西游记
西游记_人物_七个蜘蛛精_0,西游记_人物_蚂_0,亲属,[{'72': '蚂是妖精结拜的干儿子，愿拜为母。'}],人物与人物,西游记
西游记_人物_唐三藏_0,西游记_人物_特处士_0,对立,[{'13': '特处士询问可否待客，参与对三藏的谋害'}],人物与人物,西游记
西游记_人物_土地神祗_0,西游记_人物_孙悟空_0,上下级,[{'14': '土神监押被压的孙悟空，供给铁丸铜汁'}],人物与人物,西游记
西游记_人物_观世音菩萨_0,西游记_物品_紫竹篮儿_0,创造,[{'49': '观音未及梳妆，运神功削竹篾织成紫竹篮儿，用来擒金鱼精。'}],人物与物品,西游记
西游记_人物_百花羞_0,西游记_物品_家书_0,创造,"[{'29': '百花羞修家书一封，陈述被妖魔霸占的遭遇并求救'}, {'30': '三公主暗中写了求救信，托唐僧传给父王。'}]",人物与物品,西游记
西游记_人物_九灵元圣_0,西游记_人物_猱狮_0,上下级,[{'90': '猱狮拜九灵元圣为祖翁'}],人物与人物,西游记
西游记_人物_银角大王_0,西游记_地点_兜率宫_0,居住,[{'35': '银角大王原是太上老君看银炉的童子，居住在兜率院。'}],人物与地点,西游记
西游记_人物_如来佛祖_0,西游记_物品_九品宝莲台_0,持有,[{'77': '如来端坐九品宝莲台上讲经'}],人物与物品,西游记
西游记_地点_轮藏堂_0,西游记_地点_镇海禅林寺_0,隶属,[{'80': '轮藏堂是镇海禅林寺内的堂屋，本回中描述轮藏堂描花堆翠。'}],地点与地点,西游记
西游记_地点_小西天_0,西游记_地点_西牛贺洲_0,隶属,[{'66': '小西天位于西牛贺洲'}],地点与地点,西游记
西游记_人物_孙悟空_0,西游记_地点_会同馆_0,居住,[{'69': '孙大圣与师弟在会同馆制药并住宿'}],人物与地点,西游记
西游记_人物_刘伯钦_0,西游记_人物_老妪_0,亲属,[{'13': '刘伯钦之母老妪，安排素斋并请三藏超度亡夫'}],人物与人物,西游记
西游记_地点_后宫_0,西游记_地点_獬豸洞_0,隶属,[{'71': '后宫是獬豸洞中金圣宫娘娘的寝宫。'}],地点与地点,西游记
西游记_人物_李彪_0,西游记_人物_江州同知_0,对立,[{'101': '江州同知差哨兵擒获水贼李彪。'}],人物与人物,西游记
西游记_人物_猪八戒_0,西游记_人物_银角大王_0,对立,[{'32': '银角大王认出猪八戒，与之战斗二十回合，最终率小妖擒获猪八戒。'}],人物与人物,西游记
西游记_人物_唐三藏_0,西游记_物品_达摩衣_0,持有,[{'36': '唐三藏穿一领二十五条达摩衣。'}],人物与物品,西游记
西游记_人物_鼍洁_0,西游记_物品_铁笼_1,持有,[{'43': '鼍怪吩咐刷洗铁笼，准备蒸唐僧和八戒。'}],人物与物品,西游记
西游记_人物_孙悟空_0,西游记_物品_皇榜_0,持有,[{'68': '孙悟空揭了皇榜，并接在手中。'}],人物与物品,西游记
西游记_人物_唐三藏_0,西游记_技能_大乘佛法三藏_0,缺失,[{'12': '玄奘不知大乘教法，闻听后发愿前往西天求取大乘佛法三藏'}],人物与技能,西游记
西游记_人物_猪八戒_0,西游记_人物_三王子_0,上下级,[{'90': '八戒收三王子为徒，传授武艺'}],人物与人物,西游记
西游记_人物_白龙马_0,西游记_物品_有字真经_0,持有,[{'100': '白龙马驮负圣经去东'}],人物与物品,西游记
西游记_人物_猪八戒_0,西游记_技能_钯柴手_0,掌握,[{'64': '猪八戒使出钯柴手技能，将钉钯变大分开荆棘。'}],人物与技能,西游记
西游记_人物_熊罴怪_0,西游记_物品_锦襕袈裟_0,持有,"[{'16': '黑大王趁火灾盗走锦襕袈裟'}, {'17': '熊罴怪偷走唐僧的锦襕佛衣，欲举办佛衣会庆寿。'}]",人物与物品,西游记
西游记_地点_弱水_0,西游记_地点_流沙河_0,隶属,[{'8': '弱水三千是流沙河界的水域'}],地点与地点,西游记
西游记_人物_土地_6,西游记_人物_孙悟空_0,合作,[{'50': '土地化为僮仆与山神一同候接孙悟空，现出本相告知妖魔信息。'}],人物与人物,西游记
西游记_人物_太上老君_0,西游记_人物_孙悟空_0,对立,"[{'5': '大圣偷吃太上老君丹房中的五葫芦九转金丹。'}, {'6': '太上老君自天门外丢下金刚琢，打中齐天大圣天灵，使其跌跤被擒。'}, {'7': '老君抛金钢琢打中大圣，又将其推入八卦炉煅炼'}, {'19': '太上老君将孙悟空放入八卦炉中用神火锻炼。'}, {'34': '太上老君曾将孙行者放在八卦炉中炼了四十九日，炼成铜头铁背、火眼金睛。'}]",人物与人物,西游记
西游记_人物_泾河龙王_0,西游记_人物_唐太宗_0,对立,[{'68': '泾河龙王因唐王许救又杀之而告到阴司。'}],人物与人物,西游记
西游记_地点_宝象国_0,西游记_地点_白玉阶_0,隶属,[{'29': '白玉阶是宝象国皇宫前的台阶，属于宝象国'}],地点与地点,西游记
西游记_人物_九灵元圣_0,西游记_人物_唐三藏_0,对立,[{'90': '九灵元圣张口噙走唐僧'}],人物与人物,西游记
西游记_地点_土地庙_0,西游记_地点_御花园_1,隶属,[{'95': '土地庙在御花园中，妖精在此取出捣药杵'}],地点与地点,西游记
西游记_人物_七个蜘蛛精_0,西游记_人物_蜻_0,亲属,[{'72': '蜻是妖精结拜的干儿子，愿拜为母。'}],人物与人物,西游记
西游记_人物_银角大王_0,西游记_人物_精细鬼_0,上下级,"[{'33': '二魔命令精细鬼拿紫金红葫芦去装孙悟空。'}, {'34': '精细鬼是莲花洞的小妖，二魔差遣他去拿孙行者，后因失宝被二魔喝起。'}]",人物与人物,西游记
西游记_人物_张稍_0,西游记_人物_李定_0,亲密,[{'9': '二人是樵渔之交，在泾河岸边对答诗词，以朋友相称。'}],人物与人物,西游记
西游记_人物_孙悟空_0,西游记_人物_金鼻白毛老鼠精_0,对立,"[{'81': '孙悟空识破毛姹女是妖精，并与其斗法。'}, {'83': '孙悟空为救师父与金鼻白毛老鼠精大战'}]",人物与人物,西游记
西游记_人物_伽叶_0,西游记_人物_阿傩_0,合作,"[{'98': '阿傩与伽叶共同引唐僧四众至珍楼斋食，后开宝阁取经，并一起向唐僧索要人事，随后又一起传无字经及有字经。'}, {'100': '阿傩与伽叶一同在宝阁传经予唐僧'}]",人物与人物,西游记
西游记_人物_大王子_0,西游记_人物_玉华王_0,亲属,[{'88': '玉华王是大王子的父亲。'}],人物与人物,西游记
西游记_人物_牛魔王_0,西游记_人物_玉面公主_0,亲密,[{'61': '玉面公主是牛魔王的爱妾'}],人物与人物,西游记
西游记_人物_玉兰_0,西游记_人物_高太公_0,亲属,[{'18': '玉兰是高太公的二女儿，从小配与本庄人家'}],人物与人物,西游记
西游记_人物_昴日星官_0,西游记_人物_毗蓝婆菩萨_0,亲属,[{'73': '毗蓝婆菩萨说昴日星官是她的小儿。'}],人物与人物,西游记
西游记_人物_孙悟空_0,西游记_组织_雷部_0,对抗,[{'7': '雷部众神以雷屑钉打大圣，不能伤损'}],人物与组织,西游记
西游记_人物_广目天王_0,西游记_物品_辟火罩_0,持有,[{'16': '广目天王拥有辟火罩，并借给孙行者使用'}],人物与物品,西游记
西游记_人物_唐太宗_0,西游记_人物_秦叔宝_0,上下级,[{'10': '秦叔宝是大唐将领，与尉迟敬德披挂执金瓜钺斧把守宫门护卫太宗。'}],人物与人物,西游记
西游记_人物_孙悟空_0,西游记_人物_三王子_0,上下级,[{'89': '小王子拜孙行者为师，学习武艺。'}],人物与人物,西游记
西游记_人物_唐三藏_0,西游记_人物_阿傩_0,对立,[{'98': '阿傩向唐僧索要人事未得，故意将无字经传与唐僧，引发唐僧师徒不满。'}],人物与人物,西游记
西游记_人物_祭赛国王_0,西游记_人物_唐三藏_0,合作,[{'63': '祭赛国王求助唐僧师徒降妖索宝，事后设宴酬谢。'}],人物与人物,西游记
西游记_人物_万圣龙王_0,西游记_物品_舍利子_0,持有,[{'62': '万圣龙王偷了塔中舍利子佛宝，置于碧波潭龙宫照耀。'}],人物与物品,西游记
西游记_人物_猪八戒_0,西游记_组织_西天_0,归属,"[{'63': '猪八戒皈依佛教，随唐僧西天取经。'}, {'100': '猪八戒皈依佛教，成为净坛使者'}]",人物与组织,西游记
西游记_人物_金圣娘娘_0,西游记_物品_五彩仙衣_0,持有,"[{'70': '金圣娘娘穿了神仙送的五彩仙衣，浑身生刺'}, {'71': '金圣宫娘娘穿上棕衣变的霞裳，浑身生毒刺，后被张紫阳脱下。'}]",人物与物品,西游记
西游记_人物_唐三藏_0,西游记_组织_沙门_0,归属,[{'14': '唐僧是沙门中的和尚'}],人物与组织,西游记
西游记_人物_猪八戒_0,西游记_物品_御米三升_0,持有,[{'54': '猪悟能接过女王赐的御米三升，捎在包袱中。'}],人物与物品,西游记
西游记_人物_刘洪_0,西游记_人物_陈光蕊_0,对立,[{'101': '刘洪在洪江渡口打死陈光蕊，抛尸水中。'}],人物与人物,西游记
西游记_人物_红孩儿_0,西游记_人物_观世音菩萨_0,上下级,"[{'43': '观音菩萨用金箍和甘露降伏童子，令其拜到落伽山，归入正果。'}, {'49': '善财童子被观音收留，早晚不离左右，专侍莲台之下。'}, {'58': '善财童子是观音菩萨身边的童子，协助辨别真假孙悟空。'}, {'60': '观音菩萨收牛圣婴为善财童子，成为其弟子。'}, {'84': '观音菩萨搀着善财童子，显示师徒关系'}]",人物与人物,西游记
西游记_人物_独角兕大王_0,西游记_人物_哪吒三太子_0,对立,[{'51': '哪吒太子奉玉帝旨意与兕怪交战，被兕怪用圈子套走六般兵器，赤手逃生。'}],人物与人物,西游记
