id,name,type,description,alias,book
西游记_人物_李元吉_0,李元吉,人物,[{'10': '故弟，太宗之弟。与建成一同揪打索命。'}],[],西游记
西游记_人物_李右衙_0,李右衙,人物,[{'101': '江州衙门的官吏，与王左衙一同催办僧鞋。'}],[],西游记
西游记_人物_李太尉_0,李太尉,人物,[{'6': '梅山六兄弟之一，即李，随二郎神出战花果山。'}],[],西游记
西游记_人物_李定_0,李定,人物,[{'9': '樵子，与渔翁张稍在泾河岸边对答诗词，认为山青胜过水秀。二人相别时因张稍叮嘱小心遇虎而发怒。'}],[],西游记
西游记_人物_李建成_0,李建成,人物,[{'10': '先兄，太宗之兄。在幽冥地府与元吉揪打索命，被鬼使喝退。'}],[],西游记
西游记_人物_李彪_0,李彪,人物,[{'101': '洪江渡口的稍水，与刘洪合谋杀害陈光蕊，后管理船只。被江州同知擒获，押至法场剐了千刀。'}],[],西游记
西游记_人物_李淳风_0,李淳风,人物,[{'11': '唐朝术士，在朝班中。'}],[],西游记
西游记_人物_李渊_0,李渊,人物,[{'10': '先主，唐太宗之父。在幽冥地府街边上前说“世民来了”。'}],[],西游记
西游记_人物_李玉英_0,李玉英,人物,[{'11': '唐御妹，又称宫主、唐御妹。阳寿当尽，被阎王安排借尸还魂，让李翠莲的灵魂进入其身体。'}],[],西游记
西游记_人物_李翠莲_0,李翠莲,人物,[{'11': '刘全之妻，因在门首拔金钗斋僧被丈夫责骂而自缢。死后借唐御妹李玉英尸首还魂，与刘全团聚。'}],[],西游记
西游记_人物_李老儿_0,李老儿,人物,[{'67': '驼罗庄的住户，姓李，又称老者、李施主、老李，向唐僧师徒讲述七绝山稀柿衕的污秽和妖怪害人之事，并请求行者拿妖。'}],[],西游记
西游记_人物_杏仙_0,杏仙,人物,[{'64': '杏树精，美貌仙女，执杏花来访，吟诗表达对唐僧的爱慕之情，欲求配偶。'}],[],西游记
西游记_人物_杜如晦_0,杜如晦,人物,"[{'9': '唐太宗朝中的文官，位列朝班，朝贺时出现。'}, {'11': '唐朝宰相，在朝班中。'}]",[],西游记
西游记_人物_柳土獐_0,柳土獐,人物,[{'65': '二十八宿之一，参与战斗。'}],[],西游记
西游记_人物_柳林坡土地_0,柳林坡土地,人物,[{'79': '当地土地神，被孙悟空拘出，告知清华洞的入口方法，并协助搬柴烧洞。'}],[],西游记
西游记_人物_桥梁使者_0,桥梁使者,人物,[{'10': '阴司鬼卒，执幢幡在奈河桥前跪接太宗，后被判官喝令起去。'}],[],西游记
西游记_人物_梓橦_0,梓橦,人物,[{'21': '梓橦帝君，其骡子的飘韂被黄风吹走。'}],[],西游记
西游记_人物_梢婆_0,梢婆,人物,[{'53': '子母河渡口撑船的妇人，头裹锦绒帕，足踏皂丝鞋，身穿百纳绵裆袄，腰束千针裙布衫。'}],[],西游记
西游记_人物_楚江王_0,楚江王,人物,[{'10': '十代阎王之一，与秦广王等十王出森罗殿迎迓太宗。'}],[],西游记
西游记_人物_樵夫_0,樵夫,人物,[{'1': '在西牛贺洲山中砍柴的樵子，头戴箬笠、身穿布衣，歌唱满庭芳，告知孙悟空灵台方寸山及须菩提祖师所在。文本中亦称樵汉、樵子。'}],[],西游记
西游记_人物_樵夫_1,樵夫,人物,[{'59': '翠云山上的樵夫，告知孙悟空芭蕉洞位置及铁扇公主身份。'}],[],西游记
西游记_人物_樵子_0,樵子,人物,"[{'85': '本山中的樵夫，被老妖绑在后园三日，与唐僧相遇，哭诉家有八十三岁老母无人奉养。'}, {'86': '山中的樵夫，与唐僧先后被南山大王捉住绑在树上，后被孙行者解救，带师徒四人到家中用野菜招待，并指路西行。'}]",[],西游记
西游记_人物_正宫娘娘_0,正宫娘娘,人物,"[{'37': '乌鸡国国王的正妻，太子的母亲，国王托梦希望她与太子相认。未直接出场。'}, {'38': '乌鸡国王的正宫皇后，太子之母。她四更时梦见国王水淋淋地托梦，告知被害之事，后太子出示金厢白玉圭，她认出国王之宝，支持降妖。'}]",正宫皇后,西游记
西游记_人物_武曲星君_0,武曲星君,人物,[{'4': '天庭仙卿，在玉帝询问何处缺官时，奏报御马监缺正堂管事，导致孙悟空被封为弼马温。'}],[],西游记
西游记_人物_段志贤_0,段志贤,人物,"[{'9': '唐太宗朝中的武官，位列朝班，朝贺时出现。'}, {'11': '唐朝文武官员之一，在唐太宗还魂后随班朝见。'}]",[],西游记
西游记_人物_殷夫人_0,殷夫人,人物,[{'101': '殷开山的妻子，殷温娇的母亲，梦见女儿回家，最终与女儿、外孙团圆。'}],[],西游记
西游记_人物_殷开山_0,殷开山,人物,"[{'9': '唐太宗朝中的武官，位列朝班，朝贺时出现。'}, {'11': '唐朝总管，当朝一路总管，陈玄奘的外公。'}, {'101': '唐朝丞相，殷温娇的父亲。得知女婿被害后奏请唐王，统兵擒获刘洪、李彪，为陈光蕊报仇。'}]",[],西游记
西游记_人物_殷温娇_0,殷温娇,人物,[{'101': '又名满堂娇，殷开山之女，陈光蕊之妻。被水贼刘洪强占，忍辱生下玄奘，后将儿子置于木板推入江中。最终与丈夫、儿子团圆，后从容自尽。'}],[],西游记
西游记_人物_殷灵官_0,殷灵官,人物,[{'92': '四大灵官之一，在西天门与太白金星讲话。'}],[],西游记
西游记_人物_母后_0,母后,人物,[{'31': '宝象国王后，公主的母亲。公主回朝后参拜。'}],[],西游记
西游记_人物_毒火鬼王_0,毒火鬼王,人物,[{'96': '被华光菩萨剿除的鬼王。'}],[],西游记
西游记_人物_比丘国王_0,比丘国王,人物,"[{'78': '比丘国君主，因贪恋美后而病弱，听信国丈之言欲取小儿心肝为药引，后欲取唐僧心肝。'}, {'79': '又称昏君、主公，比丘国的君主。因贪欢染病，听信国丈之言欲取小儿心肝为药引，后醒悟并感谢唐僧师徒。'}]",国王,西游记
西游记_人物_比丘圣僧_0,比丘圣僧,人物,[{'100': '如来弟子，曾下山为赵长者家诵经。'}],[],西游记
西游记_人物_比丘尼_0,比丘尼,人物,[{'52': '灵山比丘尼尊者，引领孙悟空见如来。'}],[],西游记
西游记_人物_毕_0,毕,人物,[{'4': '增长天王手下天将之一，在南天门外把守。'}],[],西游记
西游记_人物_毕天将_0,毕天将,人物,[{'51': '四大天将之一，在北天门进礼邀茶。'}],[],西游记
西游记_人物_毕月乌_0,毕月乌,人物,[{'65': '二十八宿之一，参与战斗。'}],[],西游记
西游记_人物_毗卢尸佛_0,毗卢尸佛,人物,[{'100': '在结尾佛号中被提及的佛名。'}],[],西游记
西游记_人物_毗蓝婆菩萨_0,毗蓝婆菩萨,人物,[{'73': '紫云山千花洞中的圣贤，又称毗蓝婆，有绣花针法宝，能破百眼魔君的金光，并赐解毒丹救活唐僧师徒，是昴日星官的母亲。'}],[],西游记
西游记_人物_毛女_0,毛女,人物,[{'59': '芭蕉洞中伺候铁扇公主的侍女，负责通报和倒茶。'}],女童,西游记
西游记_人物_毛颖山土地_0,毛颖山土地,人物,[{'95': '毛颖山的土地神，被孙悟空唤出，指引寻找妖邪的洞穴。'}],[],西游记
西游记_人物_毛颖山山神_0,毛颖山山神,人物,[{'95': '毛颖山的山神，与土地一同被孙悟空唤出，协助寻找妖邪。'}],[],西游记
西游记_人物_氐土貉_0,氐土貉,人物,[{'65': '二十八宿之一，参与战斗。'}],[],西游记
西游记_人物_水德星君_0,水德星君,人物,"[{'51': '居乌浩宫，受孙悟空邀请派黄河水伯助阵，欲以水灌金皘洞。'}, {'52': '又称水伯。曾放水渰兕大王未果，兵器未被套走。'}]",[],西游记
西游记_人物_水母娘娘_0,水母娘娘,人物,[{'66': '昔年被大圣国师王菩萨降伏的妖魔。'}],[],西游记
西游记_人物_水猿大圣_0,水猿大圣,人物,[{'66': '被大圣国师王菩萨新收服的妖魔，遇水即兴，需菩萨镇守。'}],[],西游记
西游记_人物_江州同知_0,江州同知,人物,[{'101': '江州官员，奉殷丞相之命提兵相助，并派哨兵擒获李彪。'}],[],西游记
西游记_人物_沙悟净_0,沙悟净,人物,"[{'8': '原为灵霄殿卷帘大将，因失手打碎玻璃盏被贬流沙河，吃人度日，后受观音点化，法名沙悟净，等待取经人。'}, {'22': '流沙河中的妖怪，原为天庭卷帘大将，又称卷帘将、卷帘大将、那怪、妖精、沙和尚。因失手打破玉玻璃被贬下界，在流沙河吃人为生。后被观音劝化，拜唐僧为师，法名沙悟净。'}, {'23': '又称沙悟净、沙和尚。原为卷帘大将，随唐僧西行，忠厚老实，本回中拒绝招赘，坚持西行。'}, {'24': '即沙悟净，唐僧的三徒弟。曾为卷帘大将，见过人参果但未曾吃过。在五庄观与行者、八戒分食人参果。'}, {'25': '唐僧的三徒弟，又称沙僧、悟净。陪唐僧受绑，提醒师父还有陪绑的。'}, {'26': '唐僧弟子，对孙悟空的行为表示疑惑。'}, {'27': '唐僧的三徒弟，又称悟净。本回中随侍唐僧左右，在悟空被逐时受其叮嘱要留心八戒言语，保护师父。'}, {'28': '又称沙和尚，唐僧的徒弟，使降妖宝杖，在松林看守行李，后叫醒猪八戒，二人同寻师父，于碗子山波月洞前与黄袍怪厮杀。'}, {'29': '唐僧的三徒弟，法名悟净，又称沙僧。使降妖宝杖，与八戒一起保护唐僧，后随八戒去波月洞捉妖，被黄袍怪抓住。'}, {'30': '唐僧的二徒弟，又称沙僧。被老妖捆住，为保护公主谎称无书信。'}, {'31': '唐僧的三徒弟，又称沙和尚。在波月洞被黄袍怪捉住，后由公主释放，与孙悟空、猪八戒一起降妖。'}, {'32': '唐僧的三徒弟，又称沙僧。本回中与八戒、唐僧一同前行，言语不多。'}, {'33': '又称沙和尚，唐僧徒弟，使降妖棒，挑担。与二魔交战败阵，被挟至莲花洞吊在西边。'}, {'34': '唐僧的三徒弟，与猪八戒一同被吊在莲花洞中。'}, {'35': '唐僧三徒弟，举降妖杖打退群妖，协助孙大圣制服妖魔。'}, {'36': '唐僧的三徒弟，又称沙僧。本回中他拢着马头，听师兄说大堂屋时笑答，后又从旁解说水火相搀、土母为配的道理，助师父开悟。'}, {'37': '唐三藏的三徒弟，提议开门查看白玉圭。又称沙和尚。'}, {'38': '唐僧的三徒弟，与唐僧在禅堂等候，曾与唐僧讲论行者哄八戒久去不回之事。'}, {'39': '又称沙和尚、沙悟净，唐僧的三徒弟，使用降妖宝杖。在乌鸡国取水给孙悟空灌丹，并一同围堵狮猁王。'}, {'40': '唐僧的三徒弟，又称沙和尚，使宝杖，忠诚稳重，劝解师兄们不要散伙。'}, {'41': '又称沙和尚、卷帘将军，与八戒在松林等候，后从水中救起孙悟空，并建议以相生相克之理降妖。'}, {'42': '沙和尚，唐僧弟子，看守行李马匹，等待孙悟空请菩萨。'}, {'43': '又称沙和尚、悟净，唐僧的三徒弟。本回中手持降妖宝杖，独自下水与鼍龙争斗三十回合不分胜负，后引出河神求助，最终救出唐僧和八戒。'}, {'44': '唐僧的三徒弟，又称沙和尚、悟净。文本中随行者与八戒去三清观，变作灵宝道君，一同受用供品。'}, {'45': '又称沙僧、悟净，唐僧的三徒弟，为人沉稳，随师兄们保护师父，在车迟国参与斗法，也曾撒尿冒充圣水。'}, {'46': '又称沙僧，唐僧的三徒弟，性格稳重，常与八戒一同旁观赌赛，提醒师父注意头风，后陪唐僧祭奠孙行者。'}, {'47': '即沙和尚，又称沙师弟。唐僧的三徒弟，本回中随行至通天河，后负责保护唐僧。'}, {'48': '又称悟净、沙僧，唐僧徒弟，原为流沙河内出身，能知水性，手持降妖宝杖，协助保护唐僧西行。'}, {'49': '又称沙和尚、悟净，唐僧的三徒弟，原是天庭上将，惯水，使用降妖真宝杖，与八戒共战妖怪。'}, {'50': '唐僧的三徒弟，晦气色脸，本回中与八戒一同穿背心被擒。'}, {'52': '又称沙僧。与唐僧、八戒一同被捆在金皘洞中。'}, {'53': '唐僧的三徒弟，又称沙僧。协助孙悟空取落胎泉水。'}, {'54': '唐三藏的三徒弟，又称沙僧，为人持重。本回中装吓虎维持秩序，照顾白马，最终抢出师父上马，并用宝杖打跑摄走唐僧的女子。'}, {'55': '又称沙和尚，唐僧的三徒弟，看守行李马匹。'}, {'56': '唐僧的三徒弟，又称沙和尚、沙悟净。挑担子，本回中与唐僧一起行动，劝解师兄。'}, {'57': '又称沙悟净、悟净、沙和尚，唐僧的三徒弟。本章中前往花果山讨要包袱，发现假行者及其变出的假取经队伍，后到南海告菩萨。'}, {'58': '又称沙和尚、悟净，唐僧的三徒弟，手持降妖宝杖，曾多次往返花果山与南海。'}, {'59': '唐僧的三徒弟，又称沙和尚。'}, {'60': '唐僧徒弟，保护师父西行。孙悟空去借扇时，吩咐他与八戒保护师父。'}, {'61': '又称沙流精、悟净。唐僧三徒弟，陪同师父等待。'}, {'62': '又称沙僧、沙和尚。唐僧的三徒弟，负责看守行李马匹，保护师父。'}, {'63': '又称卷帘大将，唐僧徒弟，自称无法力但略通擒妖缚怪，在祭赛国陪伴国王并讲述师兄事迹。'}, {'64': '唐僧的三徒弟，又称沙和尚，挑行李随行，曾提议放火烧荆棘。'}, {'65': '又称沙和尚、悟净。唐僧徒弟，劝师父前行，后遭妖王擒拿，多次被捆。'}, {'66': '唐僧徒弟，与唐僧一同被黄眉大王捉拿。'}, {'67': '唐僧的三徒弟，又称沙和尚，负责挑担，本回中护持唐僧。'}, {'68': '唐僧的三徒弟，又称沙和尚。在会同馆安排茶饭。'}, {'69': '又称沙师弟。孙悟空三师弟，协助制药，曾质疑马尿入药，后一同查看龙马。性格稳重，劝八戒休多话。'}, {'70': '唐僧的三徒弟，与八戒一同护持唐僧。文中又称沙和尚。'}, {'72': '唐僧弟子，在路旁看守行李马匹，后与行者、八戒一同救师父。'}, {'73': '唐僧的三徒弟，又称沙和尚，与师父一同被毒药茶毒倒。'}, {'74': '唐僧的第三个徒弟，又称沙和尚。使用降妖宝杖，劝师父放心，有大师兄神通广大。'}, {'75': '又称沙和尚，取经团队成员，与唐僧一同在山坡下等候，被八戒劝分行李时拒绝。'}, {'76': '又称悟净。与八戒解包袱分行李，后与妖魔交战，使降妖杖。'}, {'77': '又称沙僧、悟净。使用宝杖，被二怪用鼻子卷住擒拿，捆在殿下。后与八戒一同被救，挑行李。'}, {'78': '唐僧徒弟，提议国丈可能是妖精，与八戒一同守护假行者。'}, {'79': '又称沙僧，唐僧的三徒弟。在金亭馆驿护持唐僧，后随同入朝。'}, {'80': '唐僧的三徒弟，沙和尚。本回中挑担牵马，言语不多。'}, {'81': '沙和尚，本回中与悟空、八戒一起守护师父并寻找唐僧。'}, {'82': '沙和尚，唐僧的三徒弟。与八戒一起在洞口守候，后接应师父。使用杖作为兵器。'}, {'83': '又称沙和尚。使用宝杖，与猪八戒一同助战，曾言“放屁添风”，后与众人一起救出唐僧。'}, {'84': '又称沙和尚、沙四官儿，与唐僧等一同扮作俗人，牵马挑担，在柜中保守行李。'}, {'85': '唐僧的三徒弟，又称沙僧。使用禅杖，在此回中保护唐僧，与妖精战斗。'}, {'86': '又称沙僧，唐僧的三徒弟，本回中看守行李马匹，与孙行者、猪八戒一起哭拜假人头，后随唐僧上路。'}, {'87': '唐僧的三徒弟，又称沙僧。在凤仙郡跟随行者做羽翼，护持师父，劝行者求雨以成正果。'}, {'88': '唐僧的三徒弟，又称沙和尚、灶君。使用降妖宝杖，性格稳重。在玉华县传授三王子武艺。'}, {'89': '唐僧的三徒弟，又称沙僧。使用降妖宝杖。在本回中扮作贩猪羊的客人，与师兄弟一同夺回兵器。'}, {'90': '沙和尚，唐僧的三徒弟，使用降妖杖。本回中与孙大圣一同战斗狮子精。'}, {'91': '又称沙悟净和尚、卷帘大将临凡，唐僧的三徒弟。脸黑，负责看守行李马匹。'}, {'92': '又称沙和尚、卷帘大将，唐僧的三徒弟，使用降妖宝杖。'}, {'93': '唐僧的三徒弟，又称沙僧、悟净。稳重细心，曾暗捏八戒提醒“斯文”。认为孙悟空只会弄棒不懂讲经。'}, {'94': '沙悟净，又称沙僧、悟净，原是卷帘大将，因失手打破玻璃盏被贬流沙河，后保唐僧西天取经，指河为姓。'}, {'95': '唐僧的徒弟，又称沙僧。与八戒一同保护唐僧。'}, {'96': '唐僧的三徒弟，又称沙和尚。稳重谨慎，本回中提议先问再进寇家，并笑八戒被打。'}, {'97': '又称沙僧，唐僧的三徒弟，本回中与师父一同被冤枉入狱，性格稳重。'}, {'98': '唐僧的三徒弟，又称悟净、卷帘。本回中随唐僧同行，过凌云渡，取经时护持经担，并取出紫金钵盂作为人事送给阿傩。'}, {'99': '唐僧三徒弟，又称沙和尚。本回中他认出通天河，提议驾师父过河，后守护经担。'}, {'100': '又称沙悟净、沙僧，原是卷帘大将，因蟠桃会上打碎玻璃盏，贬落流沙河，后保唐僧取经，封金身罗汉。'}]","沙僧,沙和尚",西游记
西游记_人物_法明长老_0,法明长老,人物,"[{'11': '海岛金山的和尚，收养了江流儿（陈玄奘）。'}, {'101': '金山寺长老，又称法明和尚。在江边救起玄奘并抚养长大，收为徒弟，取法名玄奘，后助其母子相认。'}]",迁安和尚,西游记
西游记_人物_法胜王佛_0,法胜王佛,人物,[{'100': '在结尾佛号中被提及的佛名。'}],[],西游记
西游记_人物_泰山王_0,泰山王,人物,"[{'3': '十代冥王之一，阴间天子，一同迎接孙悟空。'}, {'10': '十代阎王之一，参与审理太宗对案。'}]",[],西游记
西游记_人物_泼法金刚_0,泼法金刚,人物,[{'61': '五台山秘魔岩神通广大泼法金刚，奉佛祖命阻拦牛魔王。'}],[],西游记
西游记_人物_泾河龙王_0,泾河龙王,人物,"[{'9': '泾河水府的主人，八河都总管，司雨大龙神。因听到渔翁张稍提及卖卦先生百下百着，担心水族被尽打，变作白衣秀士去寻卦师。与袁守诚打赌降雨时辰和雨数，后接到玉帝敕旨与袁守诚判断毫发不差，却听从鲥军师之计故意改时辰、克点数，犯下天条。最终被判由人曹官魏征处斩，向唐太宗求救。'}, {'10': '即老龙、那龙。因犯天条被魏征梦斩，提首级向唐太宗索命，后被观音喝退，往阴司告状。'}, {'29': '被唐天子失救的泾河龙王，在唐太宗文牒中被提及。'}, {'39': '泾河龙宫的龙王，被魏徵梦斩。'}, {'43': '鼍洁的父亲，因错行风雨被魏征梦中斩首。本回中由敖顺提及，舍妹（鼍洁之母）孀居，前年病故。'}, {'68': '泾河龙神，刻减甘雨被魏徵梦斩。'}]",泾河老龙,西游记
西游记_人物_流元帅_0,流元帅,人物,"[{'3': '花果山四健将之一，原为赤尻马猴，被孙悟空封为元帅，与马元帅共掌军务。'}, {'6': '马流元帅之一，齐天大圣麾下。'}]",[],西游记
西游记_人物_海主_0,海主,人物,[{'32': '海里的主宰，蛟精解与海主。'}],[],西游记
西游记_人物_海德光明佛_0,海德光明佛,人物,[{'100': '在结尾佛号中被提及的佛名。'}],[],西游记
西游记_人物_混世魔王_0,混世魔王,人物,"[{'2': '住在水脏洞的妖魔，自称混世魔王，曾欺压花果山众猴，抢走家火，最终被孙悟空杀死。'}, {'3': '被孙悟空剿灭的魔王，其大刀被孙悟空夺走。'}]",[],西游记
西游记_人物_清净喜佛_0,清净喜佛,人物,[{'100': '在结尾佛号中被提及的佛名。'}],[],西游记
西游记_人物_清净大海众菩萨_0,清净大海众菩萨,人物,[{'100': '在结尾佛号中被提及的菩萨名。'}],[],西游记
西游记_人物_清风_0,清风,人物,"[{'24': '五庄观的仙童，镇元子的弟子，一千三百二十岁。与明月一同看家，接待唐僧，敲下人参果奉给唐僧。'}, {'25': '五庄观镇元大仙的弟子，道童。发现人参果被偷后与明月一起责骂唐僧师徒，后被孙行者用瞌睡虫弄睡。'}]",[],西游记
西游记_人物_温元帅_0,温元帅,人物,[{'51': '四大元帅之一，在南天门迎接孙悟空并邀茶。'}],[],西游记
西游记_人物_游弈灵官_0,游弈灵官,人物,[{'7': '奉玉帝旨往西方请佛老。'}],[],西游记
西游记_人物_灞波儿奔_0,灞波儿奔,人物,[{'62': '黑鱼精，乱石山碧波潭万圣龙王差来巡塔的妖精，与奔波儿灞一同被捉，供认偷宝细节。'}],[],西游记
西游记_人物_火德星君_0,火德星君,人物,"[{'32': '南方火德星君，南方妖魔解与火德。'}, {'51': '又称荧惑火德星君，居彤华宫。受孙悟空邀请率火部众神放火烧兕怪，但火龙火马等均被圈子套去。'}, {'52': '又称火德。率火部助战，火具被金刚琢套去。'}]",火德,西游记
西游记_人物_火焰五光佛_0,火焰五光佛,人物,[{'96': '华光菩萨的师父，佛教人物。'}],[],西游记
西游记_人物_火焰山土地_0,火焰山土地,人物,"[{'59': '火焰山的土地神，献斋给唐僧师徒，指出假芭蕉扇。'}, {'60': '火焰山土地，原为兜率宫守炉的道人，因失守被老君降下此间。告知孙悟空火焰山的来历及牛魔王的去向。'}, {'61': '火焰山的土地神，指引并助孙悟空等人。'}]",土地,西游记
西游记_人物_灵吉菩萨_0,灵吉菩萨,人物,"[{'21': '住在小须弥山的菩萨，如来赐他定风丹和飞龙宝杖，负责镇押黄风怪。本回中应孙悟空请求，用飞龙杖降服黄毛貂鼠。'}, {'59': '佛教菩萨，曾助孙悟空降服黄风怪，赠予定风丹。居住在小须弥山。'}, {'99': '佛教菩萨，难簿中记载“请求灵吉十四难”。'}]",[],西游记
西游记_人物_灵宝道君_0,灵宝道君,人物,[{'44': '道教三清之一，居于三清殿左边。文本中沙僧变作灵宝道君，原圣像被推倒。'}],[],西游记
西游记_人物_灵感大王_0,灵感大王,人物,"[{'47': '通天河中的妖怪，每年要吃陈家庄一对童男童女，保当地风调雨顺。本回中被提及但未正式出场。'}, {'48': '又称怪物、妖邪，通天河中的妖怪，每年要求陈家庄献祭童男女，有呼风唤雨等神通，后被行者八戒击败，捉走唐僧。'}, {'49': '又称妖邪、怪物，原为观音莲花池中的金鱼，每日浮头听经修成手段，手执九瓣赤铜锤，占据通天河水鼋之第，吃童男童女，摄走唐僧。'}]",[],西游记
西游记_人物_熊山君_0,熊山君,人物,[{'13': '一条黑汉，是个熊罴精，雄豪多胆量，轻健夯身躯，涉水逞凶，跑林逞威。到寅将军处做客，建议食其二留其一。'}],[],西游记
西游记_人物_熊罴怪_0,熊罴怪,人物,"[{'16': '黑风山黑风洞的妖精，趁观音禅院火灾盗走锦襕袈裟，又称黑怪。'}, {'17': '黑熊精，又称黑汉、黑大王、黑风王，住在黑风山黑风洞的妖怪，偷走唐僧的锦襕佛衣，欲办佛衣会。后被观音菩萨收伏，成为落伽山守山大神。'}]",黑大王,西游记
西游记_人物_燃灯上古佛_0,燃灯上古佛,人物,[{'100': '在结尾佛号中被提及的佛名。'}],[],西游记
西游记_人物_燃灯古佛_0,燃灯古佛,人物,"[{'5': '古佛，与太上老君在朱陵丹台上讲道，众仙童、仙将等侍立听讲。'}, {'98': '宝阁上的古佛。听闻阿傩、伽叶传无字经，笑东土众僧愚迷，派白雄尊者夺回无字经，让唐僧再来求取有字真经。'}]",[],西游记
西游记_人物_牛头鬼_0,牛头鬼,人物,"[{'3': '幽冥界鬼卒，被孙悟空吓得东躲西藏。'}, {'21': '地府牛头，被黄风吹得追马面。'}]",牛头,西游记
西游记_人物_牛金牛_0,牛金牛,人物,[{'65': '二十八宿之一，参与战斗。'}],[],西游记
西游记_人物_牛魔王_0,牛魔王,人物,"[{'3': '孙悟空的结义兄弟之一，七大圣之首，与孙悟空等讲文论武。'}, {'4': '孙悟空六弟兄之一，在孙悟空自称齐天大圣后，也自称平天大圣。'}, {'40': '红孩儿之父，曾与孙大圣结为七兄弟，被称为大哥。'}, {'41': '红孩儿之父，自称平天大圣，是孙悟空结拜七兄弟中的大哥。'}, {'42': '即老大王，孙悟空的结拜兄弟，原为邪魔，本回中被孙悟空假扮。'}, {'53': '如意真仙的兄长，孙悟空的旧日结拜兄弟，曾托信给如意真仙说孙悟空害了红孩儿。'}, {'59': '铁扇公主的丈夫，大力牛魔王，曾与孙悟空结拜为兄弟。'}, {'60': '又称大力王、牛王，是铁扇公主的丈夫，玉面公主的招赘夫君。使用混铁棍，坐骑辟水金睛兽。与孙悟空有旧交，但因孙悟空害其子牛圣婴及欺妻灭妾之事反目。在积雷山摩云洞居住，后赴碧波潭筵席。'}, {'61': '又称大力王、牛王。孙悟空的结拜兄弟，拥七十二变，与孙悟空争斗，最终被哪吒降服归顺佛家。'}, {'62': '被提及的妖怪，前日曾请万圣龙王赴会，结交九头驸马等。'}]",[],西游记
西游记_人物_牧童_0,牧童,人物,[{'71': '看守观音菩萨坐骑金毛犼的童子，因盹睡导致金毛犼咬断铁索下凡。'}],[],西游记
西游记_人物_特处士_0,特处士,人物,[{'13': '一条胖汉，是个野牛精，嵯峨双角冠，端肃耸肩背，性服青衣，蹄步迟滞。与熊山君同来寅将军处，笑问能否待客。'}],[],西游记
西游记_人物_犀牛_0,犀牛,人物,[{'99': '妖怪，难簿中记载“赶捉犀牛七十七难”。'}],[],西游记
西游记_人物_狐阿七大王_0,狐阿七大王,人物,[{'35': '老魔的舅舅，即老舅爷，狐狸精，率兵助阵，被猪八戒从背后一钯筑死。'}],[],西游记
西游记_人物_独角兕大王_0,独角兕大王,人物,"[{'50': '金皘山金皘洞的妖魔，头生独角，手持点钢枪，善用一个白色圈子套取兵器，擒拿了唐僧师徒。又称魔王、老怪、妖魔、兕大王。'}, {'51': '金皘洞的魔王，又称妖魔、怪物。神通广大，有一个白森森的圈子能套走各种兵器法宝，先后抢走孙悟空的金箍棒、哪吒的六般兵器以及火德星君的火具等。'}, {'52': '又称妖魔、怪物、老魔、兕怪、泼魔。本相为太上老君的青牛，手持长枪，拥有法宝金刚琢，能套取各种兵器水火，摄走唐僧、八戒、沙僧。'}]","兕大王,兕怪",西游记
西游记_人物_独角鬼王_0,独角鬼王,人物,"[{'4': '花果山外的鬼王，听闻孙悟空授天录得意荣归，特献赭黄袍，被孙悟空封为前部总督先锋，并建议孙悟空自称齐天大圣。'}, {'5': '花果山的鬼王，大圣命其领帅七十二洞妖王出阵迎战九曜星，后被天兵捉拿。'}]",[],西游记
西游记_人物_狮奴_0,狮奴,人物,[{'90': '太乙救苦天尊的狮奴，因偷吃轮回琼液导致九头狮子走失，后被责打。'}],[],西游记
西游记_人物_狮驼岭大王_0,狮驼岭大王,人物,[{'85': '狮驼岭狮驼洞的妖怪首领，先锋小妖曾在其麾下，因要吃唐僧被孙悟空打败。'}],[],西游记
西游记_人物_狮驼王_0,狮驼王,人物,"[{'3': '孙悟空的结义兄弟之一，七大圣之一。'}, {'4': '孙悟空六弟兄之一，在孙悟空自称齐天大圣后，自称移山大圣。'}, {'41': '称为移山大圣，是孙悟空结拜七兄弟中的四哥。'}]",狮狔王,西游记
西游记_人物_狻猊_0,狻猊,人物,[{'89': '九灵元圣的诸孙之一，随同九灵元圣前往玉华州报仇。'}],[],西游记
西游记_人物_狻猊狮_0,狻猊狮,人物,[{'90': '狮子精之一，使用闷棍，被孙大圣捉住。'}],[],西游记
西游记_人物_猕猴王_0,猕猴王,人物,"[{'3': '孙悟空的结义兄弟之一，七大圣之一。'}, {'4': '孙悟空六弟兄之一，在孙悟空自称齐天大圣后，自称通风大圣。'}, {'41': '称为通风大圣，是孙悟空结拜七兄弟中的五哥。'}]",[],西游记
